type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	117	1518208658004	0	1	1	0	1	1	0	1	296	37	50	248	71	50	296	37	50	248	71	50
StateGrid	117	1518208658004	1	0	1	0	0	1	0	1	198	22	50	348	43	50	198	22	50	348	43	50
StateGrid	117	1518208658004	2	1	0	1	1	0	1	1	101	72	50	250	61	50	101	72	50	250	61	50
StateGrid	117	1518208658004	3	0	1	0	0	1	0	1	180	63	50	184	7	50	180	63	50	184	7	50
StateGrid	117	1518208658004	4	0	1	0	0	1	0	1	329	3	50	302	35	50	329	3	50	302	35	50
StateGrid	117	1518208658004	5	0	1	0	1	0	1	1	37	0	50	186	81	50	186	81	50	37	0	50
StateGrid	117	1518208658004	6	1	0	1	1	0	1	1	291	62	50	102	39	50	291	62	50	102	39	50
StateGrid	117	1518208658004	7	0	1	0	1	0	1	1	267	3	50	150	34	50	150	34	50	267	3	50
StateGrid	117	1518208658004	8	1	1	0	0	0	1	1	30	92	50	91	86	50	91	86	50	30	92	50
StateGrid	117	1518208658004	9	0	1	0	0	1	0	1	182	80	50	96	55	50	182	80	50	96	55	50
StateGrid	117	1518208658004	10	1	0	1	1	0	1	1	25	25	50	191	36	50	25	25	50	191	36	50
StateGrid	117	1518208658004	11	0	0	1	0	0	1	1	318	32	50	187	43	50	318	32	50	187	43	50
StateGrid	117	1518208658004	12	1	1	0	0	0	1	1	322	0	50	242	65	50	242	65	50	322	0	50
StateGrid	117	1518208658004	13	0	0	1	0	0	1	1	331	90	50	43	16	50	331	90	50	43	16	50
StateGrid	117	1518208658004	14	1	0	1	0	1	0	1	82	12	50	246	4	50	246	4	50	82	12	50
StateGrid	117	1518208658004	15	0	1	0	1	0	1	1	283	28	50	236	49	50	236	49	50	283	28	50
StateGrid	117	1518208658004	16	0	0	1	0	0	1	1	336	6	50	159	7	50	336	6	50	159	7	50
StateGrid	117	1518208658004	17	1	1	0	0	0	1	1	121	34	50	297	28	50	297	28	50	121	34	50
StateGrid	117	1518208658004	18	1	0	1	0	1	0	1	259	97	50	31	6	50	31	6	50	259	97	50
StateGrid	117	1518208658004	19	1	0	1	1	0	1	1	2	11	50	156	1	50	2	11	50	156	1	50
