type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	700	1518208659208	0	0	0	1	1	1	0	1	191	23	50	140	70	50	140	70	50	191	23	50
StateGrid	700	1518208659208	1	0	0	1	1	1	0	1	333	34	50	322	87	50	322	87	50	333	34	50
StateGrid	700	1518208659208	2	1	0	1	1	0	1	1	299	8	50	322	46	50	299	8	50	322	46	50
StateGrid	700	1518208659208	3	0	1	0	1	0	1	1	208	73	50	127	37	50	127	37	50	208	73	50
StateGrid	700	1518208659208	4	1	1	0	1	1	0	1	122	63	50	123	4	50	122	63	50	123	4	50
StateGrid	700	1518208659208	5	0	1	0	0	1	0	1	217	77	50	248	82	50	217	77	50	248	82	50
StateGrid	700	1518208659208	6	1	1	0	0	0	1	1	302	47	50	126	54	50	126	54	50	302	47	50
StateGrid	700	1518208659208	7	0	0	1	0	0	1	1	181	1	50	110	50	50	181	1	50	110	50	50
StateGrid	700	1518208659208	8	0	0	1	1	1	0	1	142	10	50	240	11	50	240	11	50	142	10	50
StateGrid	700	1518208659208	9	1	1	0	0	0	1	1	253	34	50	145	9	50	145	9	50	253	34	50
StateGrid	700	1518208659208	10	0	1	0	0	1	0	1	299	13	50	17	32	50	299	13	50	17	32	50
StateGrid	700	1518208659208	11	0	0	1	0	0	1	1	123	74	50	184	98	50	123	74	50	184	98	50
StateGrid	700	1518208659208	12	0	1	0	1	0	1	1	164	0	50	340	9	50	340	9	50	164	0	50
StateGrid	700	1518208659208	13	0	1	0	1	0	1	1	316	67	50	228	59	50	228	59	50	316	67	50
StateGrid	700	1518208659208	14	0	1	0	1	0	1	1	54	72	50	182	25	50	182	25	50	54	72	50
StateGrid	700	1518208659208	15	1	0	1	1	0	1	1	337	93	50	59	2	50	337	93	50	59	2	50
StateGrid	700	1518208659208	16	1	1	0	0	0	1	1	350	91	50	64	41	50	64	41	50	350	91	50
StateGrid	700	1518208659208	17	0	0	1	1	1	0	1	31	51	50	49	74	50	49	74	50	31	51	50
StateGrid	700	1518208659208	18	0	1	0	0	1	0	1	306	19	50	188	98	50	306	19	50	188	98	50
StateGrid	700	1518208659208	19	0	0	1	1	1	0	1	123	27	50	286	7	50	286	7	50	123	27	50
