type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	591	1518208658881	0	1	1	0	1	1	0	1	87	68	50	91	47	50	87	68	50	91	47	50
StateGrid	591	1518208658881	1	1	0	1	0	1	0	1	335	6	50	331	26	50	331	26	50	335	6	50
StateGrid	591	1518208658881	2	1	1	0	1	1	0	1	68	56	50	222	28	50	68	56	50	222	28	50
StateGrid	591	1518208658881	3	0	0	1	0	0	1	1	9	17	50	261	47	50	9	17	50	261	47	50
StateGrid	591	1518208658881	4	0	1	0	0	1	0	1	311	65	50	218	5	50	311	65	50	218	5	50
StateGrid	591	1518208658881	5	0	1	0	0	1	0	1	341	26	50	220	13	50	341	26	50	220	13	50
StateGrid	591	1518208658883	6	1	0	1	1	0	1	1	111	35	50	152	31	50	111	35	50	152	31	50
StateGrid	591	1518208658883	7	1	1	0	0	0	1	1	135	86	50	72	52	50	72	52	50	135	86	50
StateGrid	591	1518208658883	8	0	0	1	1	1	0	1	167	61	50	321	12	50	321	12	50	167	61	50
StateGrid	591	1518208658883	9	1	0	1	0	1	0	1	175	21	50	163	51	50	163	51	50	175	21	50
StateGrid	591	1518208658884	10	1	0	1	1	0	1	1	50	91	50	304	64	50	50	91	50	304	64	50
StateGrid	591	1518208658884	11	1	0	1	1	0	1	1	102	53	50	113	30	50	102	53	50	113	30	50
StateGrid	591	1518208658884	12	1	1	0	1	1	0	1	339	70	50	298	60	50	339	70	50	298	60	50
StateGrid	591	1518208658884	13	0	1	0	1	0	1	1	250	99	50	311	24	50	311	24	50	250	99	50
StateGrid	591	1518208658884	14	1	0	1	1	0	1	1	188	99	50	150	64	50	188	99	50	150	64	50
StateGrid	591	1518208658884	15	0	1	0	1	0	1	1	59	91	50	345	38	50	345	38	50	59	91	50
StateGrid	591	1518208658884	16	1	1	0	0	0	1	1	264	18	50	282	39	50	282	39	50	264	18	50
StateGrid	591	1518208658884	17	0	1	0	0	1	0	1	7	51	50	288	73	50	7	51	50	288	73	50
StateGrid	591	1518208658884	18	0	0	1	1	1	0	1	276	22	50	17	80	50	17	80	50	276	22	50
StateGrid	591	1518208658884	19	1	1	0	1	1	0	1	217	79	50	9	2	50	217	79	50	9	2	50
