type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	876	1518208659491	0	1	0	1	0	1	0	1	237	34	50	67	41	50	67	41	50	237	34	50
StateGrid	876	1518208659491	1	0	1	0	1	0	1	1	28	98	50	345	70	50	345	70	50	28	98	50
StateGrid	876	1518208659491	2	1	0	1	0	1	0	1	121	15	50	36	69	50	36	69	50	121	15	50
StateGrid	876	1518208659491	3	1	0	1	0	1	0	1	338	95	50	310	52	50	310	52	50	338	95	50
StateGrid	876	1518208659491	4	0	1	0	1	0	1	1	274	12	50	273	5	50	273	5	50	274	12	50
StateGrid	876	1518208659491	5	0	0	1	1	1	0	1	10	25	50	347	27	50	347	27	50	10	25	50
StateGrid	876	1518208659491	6	1	0	1	0	1	0	1	285	1	50	41	74	50	41	74	50	285	1	50
StateGrid	876	1518208659491	7	0	1	0	0	1	0	1	5	88	50	190	38	50	5	88	50	190	38	50
StateGrid	876	1518208659491	8	0	1	0	0	1	0	1	171	75	50	46	57	50	171	75	50	46	57	50
StateGrid	876	1518208659491	9	1	1	0	0	0	1	1	323	68	50	123	77	50	123	77	50	323	68	50
StateGrid	876	1518208659491	10	1	0	1	0	1	0	1	245	67	50	129	78	50	129	78	50	245	67	50
StateGrid	876	1518208659491	11	1	0	1	0	1	0	1	321	59	50	90	42	50	90	42	50	321	59	50
StateGrid	876	1518208659491	12	1	1	0	1	1	0	1	242	43	50	42	5	50	242	43	50	42	5	50
StateGrid	876	1518208659491	13	1	0	1	0	1	0	1	224	30	50	192	95	50	192	95	50	224	30	50
StateGrid	876	1518208659491	14	1	1	0	0	0	1	1	327	82	50	225	32	50	225	32	50	327	82	50
StateGrid	876	1518208659491	15	1	0	1	0	1	0	1	40	76	50	84	48	50	84	48	50	40	76	50
StateGrid	876	1518208659491	16	0	1	0	1	0	1	1	80	20	50	121	71	50	121	71	50	80	20	50
StateGrid	876	1518208659491	17	0	0	1	0	0	1	1	63	59	50	2	32	50	63	59	50	2	32	50
StateGrid	876	1518208659491	18	0	1	0	1	0	1	1	255	75	50	305	99	50	305	99	50	255	75	50
StateGrid	876	1518208659491	19	0	1	0	0	1	0	1	161	73	50	136	4	50	161	73	50	136	4	50
