type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	895	1518208659514	0	1	0	1	1	0	1	1	357	51	50	250	71	50	357	51	50	250	71	50
StateGrid	895	1518208659514	1	0	1	0	0	1	0	1	47	70	50	52	82	50	47	70	50	52	82	50
StateGrid	895	1518208659514	2	1	1	0	0	0	1	1	66	73	50	156	74	50	156	74	50	66	73	50
StateGrid	895	1518208659514	3	0	1	0	0	1	0	1	70	25	50	208	52	50	70	25	50	208	52	50
StateGrid	895	1518208659514	4	0	0	1	0	0	1	1	84	33	50	235	98	50	84	33	50	235	98	50
StateGrid	895	1518208659514	5	0	1	0	1	0	1	1	19	27	50	126	57	50	126	57	50	19	27	50
StateGrid	895	1518208659514	6	0	0	1	1	1	0	1	293	76	50	256	78	50	256	78	50	293	76	50
StateGrid	895	1518208659514	7	1	1	0	1	1	0	1	146	86	50	85	84	50	146	86	50	85	84	50
StateGrid	895	1518208659514	8	0	0	1	0	0	1	1	241	69	50	146	8	50	241	69	50	146	8	50
StateGrid	895	1518208659514	9	0	0	1	1	1	0	1	169	26	50	345	83	50	345	83	50	169	26	50
StateGrid	895	1518208659514	10	0	1	0	0	1	0	1	240	91	50	48	83	50	240	91	50	48	83	50
StateGrid	895	1518208659514	11	1	1	0	0	0	1	1	258	14	50	348	66	50	348	66	50	258	14	50
StateGrid	895	1518208659514	12	1	1	0	1	1	0	1	73	68	50	91	4	50	73	68	50	91	4	50
StateGrid	895	1518208659514	13	0	1	0	1	0	1	1	1	17	50	30	96	50	30	96	50	1	17	50
StateGrid	895	1518208659514	14	0	0	1	1	1	0	1	39	83	50	118	39	50	118	39	50	39	83	50
StateGrid	895	1518208659514	15	1	1	0	1	1	0	1	234	76	50	247	52	50	234	76	50	247	52	50
StateGrid	895	1518208659514	16	0	1	0	1	0	1	1	32	82	50	173	25	50	173	25	50	32	82	50
StateGrid	895	1518208659514	17	0	1	0	1	0	1	1	303	24	50	344	74	50	344	74	50	303	24	50
StateGrid	895	1518208659514	18	1	1	0	1	1	0	1	266	48	50	80	58	50	266	48	50	80	58	50
StateGrid	895	1518208659514	19	0	1	0	0	1	0	1	149	68	50	276	76	50	149	68	50	276	76	50
