type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	466	1518208658581	0	0	0	1	1	1	0	1	86	5	50	277	61	50	277	61	50	86	5	50
StateGrid	466	1518208658581	1	0	0	1	1	1	0	1	179	62	50	232	17	50	232	17	50	179	62	50
StateGrid	466	1518208658581	2	1	1	0	0	0	1	1	233	99	50	148	22	50	148	22	50	233	99	50
StateGrid	466	1518208658581	3	1	0	1	0	1	0	1	246	48	50	201	38	50	201	38	50	246	48	50
StateGrid	466	1518208658581	4	0	0	1	1	1	0	1	225	45	50	165	23	50	165	23	50	225	45	50
StateGrid	466	1518208658581	5	0	0	1	1	1	0	1	326	96	50	4	28	50	4	28	50	326	96	50
StateGrid	466	1518208658581	6	0	1	0	0	1	0	1	10	22	50	86	35	50	10	22	50	86	35	50
StateGrid	466	1518208658581	7	0	1	0	0	1	0	1	322	70	50	119	88	50	322	70	50	119	88	50
StateGrid	466	1518208658581	8	0	1	0	0	1	0	1	106	46	50	72	1	50	106	46	50	72	1	50
StateGrid	466	1518208658581	9	1	1	0	0	0	1	1	340	4	50	110	37	50	110	37	50	340	4	50
StateGrid	466	1518208658581	10	0	1	0	1	0	1	1	228	3	50	136	4	50	136	4	50	228	3	50
StateGrid	466	1518208658581	11	0	0	1	0	0	1	1	41	10	50	26	17	50	41	10	50	26	17	50
StateGrid	466	1518208658581	12	0	0	1	0	0	1	1	357	62	50	125	84	50	357	62	50	125	84	50
StateGrid	466	1518208658581	13	1	1	0	0	0	1	1	339	3	50	107	14	50	107	14	50	339	3	50
StateGrid	466	1518208658581	14	0	0	1	1	1	0	1	332	57	50	156	92	50	156	92	50	332	57	50
StateGrid	466	1518208658581	15	1	1	0	1	1	0	1	86	13	50	255	4	50	86	13	50	255	4	50
StateGrid	466	1518208658581	16	0	0	1	1	1	0	1	169	14	50	181	44	50	181	44	50	169	14	50
StateGrid	466	1518208658581	17	0	0	1	0	0	1	1	192	2	50	127	2	50	192	2	50	127	2	50
StateGrid	466	1518208658581	18	0	0	1	1	1	0	1	141	72	50	268	66	50	268	66	50	141	72	50
StateGrid	466	1518208658581	19	0	0	1	0	0	1	1	337	99	50	59	77	50	337	99	50	59	77	50
