type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	251	1518208658197	0	1	1	0	0	0	1	1	115	47	50	137	27	50	137	27	50	115	47	50
StateGrid	251	1518208658197	1	0	0	1	1	1	0	1	160	34	50	162	1	50	162	1	50	160	34	50
StateGrid	251	1518208658197	2	1	1	0	0	0	1	1	66	87	50	214	22	50	214	22	50	66	87	50
StateGrid	251	1518208658197	3	0	1	0	0	1	0	1	200	20	50	101	82	50	200	20	50	101	82	50
StateGrid	251	1518208658197	4	0	1	0	0	1	0	1	231	63	50	246	27	50	231	63	50	246	27	50
StateGrid	251	1518208658197	5	1	1	0	1	1	0	1	248	15	50	65	85	50	248	15	50	65	85	50
StateGrid	251	1518208658197	6	1	0	1	0	1	0	1	115	85	50	81	46	50	81	46	50	115	85	50
StateGrid	251	1518208658197	7	0	1	0	0	1	0	1	154	20	50	213	76	50	154	20	50	213	76	50
StateGrid	251	1518208658197	8	0	1	0	0	1	0	1	291	15	50	312	61	50	291	15	50	312	61	50
StateGrid	251	1518208658197	9	0	0	1	1	1	0	1	99	33	50	199	9	50	199	9	50	99	33	50
StateGrid	251	1518208658197	10	0	0	1	1	1	0	1	149	64	50	240	92	50	240	92	50	149	64	50
StateGrid	251	1518208658197	11	0	0	1	1	1	0	1	37	24	50	141	82	50	141	82	50	37	24	50
StateGrid	251	1518208658197	12	1	1	0	0	0	1	1	202	80	50	201	88	50	201	88	50	202	80	50
StateGrid	251	1518208658197	13	1	1	0	0	0	1	1	321	71	50	214	17	50	214	17	50	321	71	50
StateGrid	251	1518208658197	14	1	0	1	0	1	0	1	301	49	50	356	69	50	356	69	50	301	49	50
StateGrid	251	1518208658197	15	1	0	1	1	0	1	1	223	78	50	243	88	50	223	78	50	243	88	50
StateGrid	251	1518208658197	16	0	1	0	1	0	1	1	65	30	50	172	20	50	172	20	50	65	30	50
StateGrid	251	1518208658197	17	1	0	1	1	0	1	1	63	8	50	183	17	50	63	8	50	183	17	50
StateGrid	251	1518208658197	18	0	0	1	0	0	1	1	331	46	50	269	51	50	331	46	50	269	51	50
StateGrid	251	1518208658197	19	1	0	1	1	0	1	1	72	16	50	12	13	50	72	16	50	12	13	50
