type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	851	1518208659451	0	1	1	0	0	0	1	1	92	38	50	304	13	50	304	13	50	92	38	50
StateGrid	851	1518208659451	1	0	0	1	0	0	1	1	303	77	50	263	78	50	303	77	50	263	78	50
StateGrid	851	1518208659451	2	0	0	1	0	0	1	1	136	19	50	12	22	50	136	19	50	12	22	50
StateGrid	851	1518208659451	3	1	1	0	0	0	1	1	239	10	50	256	41	50	256	41	50	239	10	50
StateGrid	851	1518208659451	4	1	1	0	0	0	1	1	240	29	50	274	96	50	274	96	50	240	29	50
StateGrid	851	1518208659451	5	1	1	0	0	0	1	1	84	14	50	263	33	50	263	33	50	84	14	50
StateGrid	851	1518208659451	6	0	0	1	0	0	1	1	255	60	50	234	72	50	255	60	50	234	72	50
StateGrid	851	1518208659451	7	0	0	1	1	1	0	1	115	96	50	31	26	50	31	26	50	115	96	50
StateGrid	851	1518208659451	8	0	1	0	0	1	0	1	74	96	50	239	50	50	74	96	50	239	50	50
StateGrid	851	1518208659451	9	1	0	1	0	1	0	1	277	1	50	155	60	50	155	60	50	277	1	50
StateGrid	851	1518208659451	10	1	0	1	0	1	0	1	234	87	50	283	76	50	283	76	50	234	87	50
StateGrid	851	1518208659451	11	1	1	0	0	0	1	1	312	27	50	353	13	50	353	13	50	312	27	50
StateGrid	851	1518208659451	12	1	0	1	1	0	1	1	33	43	50	220	86	50	33	43	50	220	86	50
StateGrid	851	1518208659451	13	1	0	1	1	0	1	1	347	9	50	318	85	50	347	9	50	318	85	50
StateGrid	851	1518208659451	14	1	1	0	0	0	1	1	24	48	50	324	47	50	324	47	50	24	48	50
StateGrid	851	1518208659451	15	1	0	1	0	1	0	1	280	64	50	217	37	50	217	37	50	280	64	50
StateGrid	851	1518208659451	16	1	0	1	1	0	1	1	208	50	50	119	52	50	208	50	50	119	52	50
StateGrid	851	1518208659451	17	1	0	1	0	1	0	1	125	7	50	142	12	50	142	12	50	125	7	50
StateGrid	851	1518208659451	18	1	1	0	1	1	0	1	234	6	50	224	82	50	234	6	50	224	82	50
StateGrid	851	1518208659451	19	0	0	1	0	0	1	1	357	2	50	31	48	50	357	2	50	31	48	50
