type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	315	1518208658302	0	0	1	0	1	0	1	1	76	46	50	139	23	50	139	23	50	76	46	50
StateGrid	315	1518208658302	1	1	0	1	1	0	1	1	292	48	50	34	3	50	292	48	50	34	3	50
StateGrid	315	1518208658302	2	1	0	1	0	1	0	1	71	95	50	152	96	50	152	96	50	71	95	50
StateGrid	315	1518208658302	3	1	1	0	1	1	0	1	161	79	50	45	49	50	161	79	50	45	49	50
StateGrid	315	1518208658302	4	1	1	0	0	0	1	1	179	13	50	169	26	50	169	26	50	179	13	50
StateGrid	315	1518208658302	5	0	0	1	0	0	1	1	299	13	50	45	76	50	299	13	50	45	76	50
StateGrid	315	1518208658302	6	1	1	0	1	1	0	1	311	7	50	251	53	50	311	7	50	251	53	50
StateGrid	315	1518208658302	7	0	1	0	1	0	1	1	145	68	50	0	31	50	0	31	50	145	68	50
StateGrid	315	1518208658302	8	1	1	0	0	0	1	1	285	15	50	120	79	50	120	79	50	285	15	50
StateGrid	315	1518208658302	9	0	0	1	1	1	0	1	356	58	50	238	78	50	238	78	50	356	58	50
StateGrid	315	1518208658302	10	1	0	1	0	1	0	1	62	13	50	136	88	50	136	88	50	62	13	50
StateGrid	315	1518208658302	11	1	0	1	0	1	0	1	9	45	50	351	9	50	351	9	50	9	45	50
StateGrid	315	1518208658302	12	0	1	0	1	0	1	1	337	64	50	206	67	50	206	67	50	337	64	50
StateGrid	315	1518208658302	13	0	1	0	0	1	0	1	259	94	50	27	21	50	259	94	50	27	21	50
StateGrid	315	1518208658302	14	1	1	0	1	1	0	1	299	49	50	28	84	50	299	49	50	28	84	50
StateGrid	315	1518208658302	15	1	0	1	0	1	0	1	343	22	50	185	38	50	185	38	50	343	22	50
StateGrid	315	1518208658302	16	0	0	1	0	0	1	1	172	22	50	267	3	50	172	22	50	267	3	50
StateGrid	315	1518208658302	17	1	0	1	0	1	0	1	2	92	50	45	2	50	45	2	50	2	92	50
StateGrid	315	1518208658302	18	1	0	1	1	0	1	1	170	53	50	356	4	50	170	53	50	356	4	50
StateGrid	315	1518208658302	19	0	0	1	1	1	0	1	139	14	50	31	0	50	31	0	50	139	14	50
