type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	285	1518208658264	0	0	0	1	0	0	1	1	79	99	50	138	74	50	79	99	50	138	74	50
StateGrid	285	1518208658264	1	1	0	1	1	0	1	1	38	36	50	260	51	50	38	36	50	260	51	50
StateGrid	285	1518208658264	2	0	1	0	1	0	1	1	19	29	50	278	56	50	278	56	50	19	29	50
StateGrid	285	1518208658264	3	1	0	1	1	0	1	1	206	98	50	148	62	50	206	98	50	148	62	50
StateGrid	285	1518208658264	4	1	0	1	1	0	1	1	49	19	50	36	7	50	49	19	50	36	7	50
StateGrid	285	1518208658264	5	1	0	1	1	0	1	1	288	28	50	9	44	50	288	28	50	9	44	50
StateGrid	285	1518208658264	6	1	0	1	0	1	0	1	199	32	50	82	31	50	82	31	50	199	32	50
StateGrid	285	1518208658264	7	0	1	0	1	0	1	1	143	60	50	281	7	50	281	7	50	143	60	50
StateGrid	285	1518208658264	8	1	0	1	0	1	0	1	159	58	50	345	77	50	345	77	50	159	58	50
StateGrid	285	1518208658264	9	1	0	1	0	1	0	1	170	79	50	179	50	50	179	50	50	170	79	50
StateGrid	285	1518208658264	10	1	0	1	0	1	0	1	208	30	50	171	46	50	171	46	50	208	30	50
StateGrid	285	1518208658264	11	0	1	0	1	0	1	1	184	7	50	256	76	50	256	76	50	184	7	50
StateGrid	285	1518208658264	12	1	1	0	0	0	1	1	306	26	50	231	56	50	231	56	50	306	26	50
StateGrid	285	1518208658264	13	0	1	0	0	1	0	1	140	4	50	339	60	50	140	4	50	339	60	50
StateGrid	285	1518208658264	14	0	0	1	0	0	1	1	295	6	50	224	40	50	295	6	50	224	40	50
StateGrid	285	1518208658264	15	1	1	0	1	1	0	1	166	90	50	285	71	50	166	90	50	285	71	50
StateGrid	285	1518208658264	16	1	1	0	0	0	1	1	240	34	50	206	46	50	206	46	50	240	34	50
StateGrid	285	1518208658264	17	0	0	1	1	1	0	1	260	56	50	91	96	50	91	96	50	260	56	50
StateGrid	285	1518208658264	18	0	1	0	0	1	0	1	247	94	50	147	13	50	247	94	50	147	13	50
StateGrid	285	1518208658264	19	1	0	1	1	0	1	1	81	34	50	318	45	50	81	34	50	318	45	50
