type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	241	1518208658181	0	1	0	1	0	1	0	1	102	22	50	276	6	50	276	6	50	102	22	50
StateGrid	241	1518208658181	1	1	1	0	1	1	0	1	139	44	50	299	12	50	139	44	50	299	12	50
StateGrid	241	1518208658181	2	0	1	0	0	1	0	1	330	58	50	335	80	50	330	58	50	335	80	50
StateGrid	241	1518208658181	3	0	1	0	1	0	1	1	131	12	50	175	70	50	175	70	50	131	12	50
StateGrid	241	1518208658181	4	1	0	1	0	1	0	1	57	77	50	19	95	50	19	95	50	57	77	50
StateGrid	241	1518208658181	5	1	0	1	0	1	0	1	224	32	50	135	19	50	135	19	50	224	32	50
StateGrid	241	1518208658181	6	0	1	0	1	0	1	1	4	99	50	294	90	50	294	90	50	4	99	50
StateGrid	241	1518208658181	7	0	0	1	1	1	0	1	187	33	50	229	84	50	229	84	50	187	33	50
StateGrid	241	1518208658181	8	1	1	0	1	1	0	1	138	30	50	117	44	50	138	30	50	117	44	50
StateGrid	241	1518208658181	9	0	1	0	1	0	1	1	119	77	50	286	42	50	286	42	50	119	77	50
StateGrid	241	1518208658181	10	0	1	0	1	0	1	1	333	51	50	5	91	50	5	91	50	333	51	50
StateGrid	241	1518208658181	11	0	1	0	1	0	1	1	220	20	50	323	76	50	323	76	50	220	20	50
StateGrid	241	1518208658181	12	0	0	1	0	0	1	1	23	86	50	194	23	50	23	86	50	194	23	50
StateGrid	241	1518208658181	13	0	1	0	0	1	0	1	285	6	50	23	12	50	285	6	50	23	12	50
StateGrid	241	1518208658181	14	1	0	1	0	1	0	1	273	29	50	125	62	50	125	62	50	273	29	50
StateGrid	241	1518208658181	15	1	0	1	0	1	0	1	171	35	50	212	57	50	212	57	50	171	35	50
StateGrid	241	1518208658181	16	0	1	0	1	0	1	1	359	31	50	270	12	50	270	12	50	359	31	50
StateGrid	241	1518208658181	17	0	1	0	1	0	1	1	246	16	50	303	51	50	303	51	50	246	16	50
StateGrid	241	1518208658181	18	1	0	1	1	0	1	1	199	79	50	210	27	50	199	79	50	210	27	50
StateGrid	241	1518208658181	19	1	1	0	0	0	1	1	179	49	50	210	62	50	210	62	50	179	49	50
