type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	243	1518208658181	0	0	0	1	1	1	0	1	56	45	50	89	48	50	89	48	50	56	45	50
StateGrid	243	1518208658181	1	1	1	0	1	1	0	1	242	59	50	283	37	50	242	59	50	283	37	50
StateGrid	243	1518208658181	2	0	1	0	0	1	0	1	270	7	50	150	20	50	270	7	50	150	20	50
StateGrid	243	1518208658181	3	0	0	1	1	1	0	1	160	13	50	253	85	50	253	85	50	160	13	50
StateGrid	243	1518208658181	4	1	0	1	0	1	0	1	289	39	50	184	77	50	184	77	50	289	39	50
StateGrid	243	1518208658181	5	0	0	1	0	0	1	1	50	48	50	253	98	50	50	48	50	253	98	50
StateGrid	243	1518208658181	6	0	0	1	0	0	1	1	143	24	50	348	81	50	143	24	50	348	81	50
StateGrid	243	1518208658181	7	0	1	0	0	1	0	1	171	0	50	128	93	50	171	0	50	128	93	50
StateGrid	243	1518208658181	8	1	0	1	0	1	0	1	316	13	50	20	54	50	20	54	50	316	13	50
StateGrid	243	1518208658181	9	0	1	0	0	1	0	1	339	15	50	229	58	50	339	15	50	229	58	50
StateGrid	243	1518208658181	10	0	1	0	1	0	1	1	89	41	50	353	48	50	353	48	50	89	41	50
StateGrid	243	1518208658181	11	0	0	1	0	0	1	1	260	31	50	246	12	50	260	31	50	246	12	50
StateGrid	243	1518208658181	12	1	0	1	0	1	0	1	203	64	50	59	14	50	59	14	50	203	64	50
StateGrid	243	1518208658181	13	1	0	1	0	1	0	1	50	20	50	44	32	50	44	32	50	50	20	50
StateGrid	243	1518208658181	14	1	0	1	1	0	1	1	183	48	50	343	59	50	183	48	50	343	59	50
StateGrid	243	1518208658181	15	0	0	1	1	1	0	1	95	95	50	254	18	50	254	18	50	95	95	50
StateGrid	243	1518208658181	16	1	1	0	0	0	1	1	101	42	50	16	25	50	16	25	50	101	42	50
StateGrid	243	1518208658181	17	1	1	0	0	0	1	1	7	38	50	276	37	50	276	37	50	7	38	50
StateGrid	243	1518208658181	18	1	0	1	0	1	0	1	47	73	50	284	62	50	284	62	50	47	73	50
StateGrid	243	1518208658181	19	1	0	1	1	0	1	1	68	82	50	343	78	50	68	82	50	343	78	50
