type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	684	1518208659179	0	1	0	1	0	1	0	1	173	11	50	164	39	50	164	39	50	173	11	50
StateGrid	684	1518208659179	1	1	1	0	1	1	0	1	319	9	50	12	52	50	319	9	50	12	52	50
StateGrid	684	1518208659180	2	0	1	0	1	0	1	1	287	71	50	220	44	50	220	44	50	287	71	50
StateGrid	684	1518208659180	3	1	0	1	1	0	1	1	335	62	50	318	77	50	335	62	50	318	77	50
StateGrid	684	1518208659180	4	1	0	1	0	1	0	1	1	33	50	327	23	50	327	23	50	1	33	50
StateGrid	684	1518208659180	5	0	0	1	0	0	1	1	184	97	50	52	16	50	184	97	50	52	16	50
StateGrid	684	1518208659180	6	1	0	1	1	0	1	1	109	54	50	17	45	50	109	54	50	17	45	50
StateGrid	684	1518208659180	7	1	0	1	0	1	0	1	335	14	50	74	46	50	74	46	50	335	14	50
StateGrid	684	1518208659180	8	0	0	1	1	1	0	1	46	13	50	258	15	50	258	15	50	46	13	50
StateGrid	684	1518208659180	9	0	1	0	1	0	1	1	346	18	50	320	31	50	320	31	50	346	18	50
StateGrid	684	1518208659180	10	1	0	1	0	1	0	1	100	42	50	315	40	50	315	40	50	100	42	50
StateGrid	684	1518208659180	11	1	1	0	0	0	1	1	164	13	50	356	92	50	356	92	50	164	13	50
StateGrid	684	1518208659180	12	1	1	0	0	0	1	1	179	25	50	215	39	50	215	39	50	179	25	50
StateGrid	684	1518208659180	13	1	0	1	0	1	0	1	120	63	50	260	20	50	260	20	50	120	63	50
StateGrid	684	1518208659180	14	1	1	0	0	0	1	1	255	76	50	5	77	50	5	77	50	255	76	50
StateGrid	684	1518208659180	15	1	1	0	0	0	1	1	293	69	50	343	13	50	343	13	50	293	69	50
StateGrid	684	1518208659180	16	1	1	0	1	1	0	1	222	57	50	17	48	50	222	57	50	17	48	50
StateGrid	684	1518208659180	17	1	0	1	1	0	1	1	182	65	50	75	41	50	182	65	50	75	41	50
StateGrid	684	1518208659180	18	0	0	1	1	1	0	1	227	9	50	269	70	50	269	70	50	227	9	50
StateGrid	684	1518208659180	19	0	0	1	1	1	0	1	285	82	50	237	51	50	237	51	50	285	82	50
