type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	34	1518208657777	0	1	1	0	1	1	0	1	295	69	50	193	6	50	295	69	50	193	6	50
StateGrid	34	1518208657777	1	1	1	0	1	1	0	1	319	51	50	337	34	50	319	51	50	337	34	50
StateGrid	34	1518208657777	2	1	1	0	1	1	0	1	300	64	50	325	45	50	300	64	50	325	45	50
StateGrid	34	1518208657777	3	0	1	0	1	0	1	1	147	27	50	272	48	50	272	48	50	147	27	50
StateGrid	34	1518208657777	4	0	1	0	1	0	1	1	7	62	50	261	94	50	261	94	50	7	62	50
StateGrid	34	1518208657777	5	0	1	0	0	1	0	1	96	31	50	333	0	50	96	31	50	333	0	50
StateGrid	34	1518208657777	6	0	1	0	1	0	1	1	101	79	50	155	20	50	155	20	50	101	79	50
StateGrid	34	1518208657777	7	1	1	0	0	0	1	1	126	17	50	170	6	50	170	6	50	126	17	50
StateGrid	34	1518208657777	8	0	1	0	1	0	1	1	36	19	50	346	23	50	346	23	50	36	19	50
StateGrid	34	1518208657777	9	0	0	1	0	0	1	1	175	29	50	237	4	50	175	29	50	237	4	50
StateGrid	34	1518208657777	10	1	1	0	1	1	0	1	59	32	50	312	50	50	59	32	50	312	50	50
StateGrid	34	1518208657777	11	1	0	1	1	0	1	1	283	12	50	36	34	50	283	12	50	36	34	50
StateGrid	34	1518208657777	12	1	0	1	0	1	0	1	228	65	50	22	72	50	22	72	50	228	65	50
StateGrid	34	1518208657777	13	0	0	1	0	0	1	1	341	99	50	21	12	50	341	99	50	21	12	50
StateGrid	34	1518208657777	14	1	1	0	0	0	1	1	108	44	50	285	60	50	285	60	50	108	44	50
StateGrid	34	1518208657777	15	1	1	0	0	0	1	1	206	76	50	264	99	50	264	99	50	206	76	50
StateGrid	34	1518208657777	16	0	0	1	0	0	1	1	152	0	50	303	80	50	152	0	50	303	80	50
StateGrid	34	1518208657777	17	0	1	0	0	1	0	1	344	56	50	330	21	50	344	56	50	330	21	50
StateGrid	34	1518208657777	18	0	0	1	0	0	1	1	88	49	50	173	66	50	88	49	50	173	66	50
StateGrid	34	1518208657777	19	0	0	1	1	1	0	1	246	34	50	100	82	50	100	82	50	246	34	50
