type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	258	1518208658220	0	0	1	0	0	1	0	1	41	97	50	185	53	50	41	97	50	185	53	50
StateGrid	258	1518208658220	1	1	1	0	0	0	1	1	281	56	50	46	99	50	46	99	50	281	56	50
StateGrid	258	1518208658220	2	1	0	1	0	1	0	1	29	2	50	2	70	50	2	70	50	29	2	50
StateGrid	258	1518208658220	3	1	0	1	0	1	0	1	103	72	50	94	54	50	94	54	50	103	72	50
StateGrid	258	1518208658221	4	1	1	0	0	0	1	1	105	0	50	173	43	50	173	43	50	105	0	50
StateGrid	258	1518208658221	5	1	1	0	0	0	1	1	89	34	50	250	52	50	250	52	50	89	34	50
StateGrid	258	1518208658221	6	0	1	0	0	1	0	1	338	21	50	179	18	50	338	21	50	179	18	50
StateGrid	258	1518208658221	7	1	0	1	0	1	0	1	269	97	50	324	71	50	324	71	50	269	97	50
StateGrid	258	1518208658221	8	1	1	0	0	0	1	1	130	35	50	252	48	50	252	48	50	130	35	50
StateGrid	258	1518208658221	9	0	0	1	0	0	1	1	114	59	50	334	31	50	114	59	50	334	31	50
StateGrid	258	1518208658221	10	1	0	1	1	0	1	1	98	39	50	124	54	50	98	39	50	124	54	50
StateGrid	258	1518208658221	11	0	0	1	1	1	0	1	90	34	50	86	77	50	86	77	50	90	34	50
StateGrid	258	1518208658221	12	1	0	1	1	0	1	1	115	71	50	200	97	50	115	71	50	200	97	50
StateGrid	258	1518208658221	13	0	0	1	0	0	1	1	282	46	50	264	86	50	282	46	50	264	86	50
StateGrid	258	1518208658221	14	0	0	1	1	1	0	1	148	9	50	32	25	50	32	25	50	148	9	50
StateGrid	258	1518208658221	15	0	1	0	0	1	0	1	93	34	50	125	30	50	93	34	50	125	30	50
StateGrid	258	1518208658221	16	1	0	1	1	0	1	1	12	84	50	228	92	50	12	84	50	228	92	50
StateGrid	258	1518208658221	17	0	0	1	0	0	1	1	310	32	50	222	55	50	310	32	50	222	55	50
StateGrid	258	1518208658221	18	0	0	1	0	0	1	1	0	59	50	347	79	50	0	59	50	347	79	50
StateGrid	258	1518208658221	19	1	0	1	0	1	0	1	308	67	50	57	6	50	57	6	50	308	67	50
