type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	896	1518208659514	0	1	0	1	0	1	0	1	209	56	50	192	85	50	192	85	50	209	56	50
StateGrid	896	1518208659514	1	0	1	0	0	1	0	1	229	14	50	288	51	50	229	14	50	288	51	50
StateGrid	896	1518208659514	2	0	1	0	1	0	1	1	306	10	50	160	79	50	160	79	50	306	10	50
StateGrid	896	1518208659514	3	0	0	1	0	0	1	1	163	96	50	248	37	50	163	96	50	248	37	50
StateGrid	896	1518208659514	4	1	1	0	0	0	1	1	141	73	50	216	31	50	216	31	50	141	73	50
StateGrid	896	1518208659514	5	1	0	1	0	1	0	1	62	17	50	332	90	50	332	90	50	62	17	50
StateGrid	896	1518208659514	6	1	1	0	1	1	0	1	24	45	50	232	12	50	24	45	50	232	12	50
StateGrid	896	1518208659514	7	0	0	1	1	1	0	1	347	81	50	296	97	50	296	97	50	347	81	50
StateGrid	896	1518208659514	8	0	1	0	0	1	0	1	164	52	50	348	48	50	164	52	50	348	48	50
StateGrid	896	1518208659514	9	1	1	0	0	0	1	1	6	9	50	230	0	50	230	0	50	6	9	50
StateGrid	896	1518208659514	10	1	1	0	0	0	1	1	108	94	50	322	53	50	322	53	50	108	94	50
StateGrid	896	1518208659514	11	0	0	1	1	1	0	1	166	89	50	345	23	50	345	23	50	166	89	50
StateGrid	896	1518208659514	12	1	0	1	0	1	0	1	8	17	50	273	54	50	273	54	50	8	17	50
StateGrid	896	1518208659514	13	0	0	1	1	1	0	1	84	67	50	7	46	50	7	46	50	84	67	50
StateGrid	896	1518208659514	14	0	0	1	1	1	0	1	35	16	50	16	81	50	16	81	50	35	16	50
StateGrid	896	1518208659514	15	1	1	0	0	0	1	1	237	27	50	3	70	50	3	70	50	237	27	50
StateGrid	896	1518208659514	16	1	1	0	1	1	0	1	287	67	50	283	66	50	287	67	50	283	66	50
StateGrid	896	1518208659514	17	0	0	1	0	0	1	1	242	68	50	132	43	50	242	68	50	132	43	50
StateGrid	896	1518208659514	18	1	0	1	1	0	1	1	66	65	50	187	78	50	66	65	50	187	78	50
StateGrid	896	1518208659514	19	0	0	1	0	0	1	1	94	95	50	152	72	50	94	95	50	152	72	50
