type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	302	1518208658278	0	1	1	0	1	1	0	1	217	5	50	17	90	50	217	5	50	17	90	50
StateGrid	302	1518208658278	1	1	0	1	1	0	1	1	341	74	50	214	20	50	341	74	50	214	20	50
StateGrid	302	1518208658278	2	1	0	1	1	0	1	1	248	39	50	259	69	50	248	39	50	259	69	50
StateGrid	302	1518208658278	3	0	0	1	1	1	0	1	51	51	50	133	4	50	133	4	50	51	51	50
StateGrid	302	1518208658287	4	1	1	0	0	0	1	1	165	40	50	62	55	50	62	55	50	165	40	50
StateGrid	302	1518208658287	5	1	0	1	0	1	0	1	28	98	50	62	63	50	62	63	50	28	98	50
StateGrid	302	1518208658287	6	1	0	1	1	0	1	1	105	23	50	279	26	50	105	23	50	279	26	50
StateGrid	302	1518208658287	7	1	1	0	1	1	0	1	288	75	50	12	13	50	288	75	50	12	13	50
StateGrid	302	1518208658287	8	0	0	1	1	1	0	1	37	51	50	49	32	50	49	32	50	37	51	50
StateGrid	302	1518208658288	9	1	0	1	1	0	1	1	323	58	50	8	48	50	323	58	50	8	48	50
StateGrid	302	1518208658288	10	0	1	0	0	1	0	1	319	20	50	236	75	50	319	20	50	236	75	50
StateGrid	302	1518208658288	11	1	1	0	1	1	0	1	133	66	50	214	90	50	133	66	50	214	90	50
StateGrid	302	1518208658288	12	1	1	0	0	0	1	1	100	26	50	238	30	50	238	30	50	100	26	50
StateGrid	302	1518208658288	13	1	0	1	1	0	1	1	275	67	50	164	47	50	275	67	50	164	47	50
StateGrid	302	1518208658288	14	0	1	0	1	0	1	1	337	41	50	155	2	50	155	2	50	337	41	50
StateGrid	302	1518208658288	15	0	1	0	0	1	0	1	110	55	50	125	10	50	110	55	50	125	10	50
StateGrid	302	1518208658288	16	0	1	0	1	0	1	1	112	84	50	144	69	50	144	69	50	112	84	50
StateGrid	302	1518208658288	17	0	1	0	1	0	1	1	279	86	50	103	69	50	103	69	50	279	86	50
StateGrid	302	1518208658288	18	0	1	0	0	1	0	1	5	10	50	179	87	50	5	10	50	179	87	50
StateGrid	302	1518208658288	19	0	0	1	1	1	0	1	153	29	50	291	91	50	291	91	50	153	29	50
