type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	327	1518208658331	0	1	0	1	1	0	1	1	144	29	50	290	75	50	144	29	50	290	75	50
StateGrid	327	1518208658331	1	1	0	1	1	0	1	1	124	43	50	147	60	50	124	43	50	147	60	50
StateGrid	327	1518208658331	2	0	0	1	1	1	0	1	234	17	50	227	22	50	227	22	50	234	17	50
StateGrid	327	1518208658331	3	1	1	0	1	1	0	1	149	49	50	58	58	50	149	49	50	58	58	50
StateGrid	327	1518208658331	4	0	1	0	1	0	1	1	251	45	50	240	25	50	240	25	50	251	45	50
StateGrid	327	1518208658331	5	0	0	1	0	0	1	1	194	46	50	213	26	50	194	46	50	213	26	50
StateGrid	327	1518208658331	6	0	1	0	0	1	0	1	258	75	50	352	11	50	258	75	50	352	11	50
StateGrid	327	1518208658331	7	1	1	0	1	1	0	1	245	77	50	24	42	50	245	77	50	24	42	50
StateGrid	327	1518208658331	8	1	0	1	0	1	0	1	183	7	50	161	11	50	161	11	50	183	7	50
StateGrid	327	1518208658331	9	1	1	0	0	0	1	1	248	12	50	79	33	50	79	33	50	248	12	50
StateGrid	327	1518208658331	10	1	1	0	0	0	1	1	279	34	50	209	55	50	209	55	50	279	34	50
StateGrid	327	1518208658331	11	0	0	1	1	1	0	1	173	72	50	272	54	50	272	54	50	173	72	50
StateGrid	327	1518208658331	12	1	0	1	0	1	0	1	198	17	50	21	43	50	21	43	50	198	17	50
StateGrid	327	1518208658331	13	0	1	0	1	0	1	1	155	49	50	149	10	50	149	10	50	155	49	50
StateGrid	327	1518208658331	14	0	0	1	1	1	0	1	119	91	50	108	16	50	108	16	50	119	91	50
StateGrid	327	1518208658331	15	0	1	0	0	1	0	1	242	82	50	195	67	50	242	82	50	195	67	50
StateGrid	327	1518208658331	16	0	1	0	0	1	0	1	57	26	50	140	74	50	57	26	50	140	74	50
StateGrid	327	1518208658331	17	0	0	1	1	1	0	1	205	37	50	50	42	50	50	42	50	205	37	50
StateGrid	327	1518208658331	18	0	0	1	1	1	0	1	256	4	50	7	71	50	7	71	50	256	4	50
StateGrid	327	1518208658331	19	1	0	1	0	1	0	1	355	27	50	49	84	50	49	84	50	355	27	50
