type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	156	1518208658061	0	0	1	0	1	0	1	1	294	3	50	141	4	50	141	4	50	294	3	50
StateGrid	156	1518208658061	1	0	0	1	0	0	1	1	14	74	50	320	38	50	14	74	50	320	38	50
StateGrid	156	1518208658061	2	1	0	1	1	0	1	1	288	15	50	70	95	50	288	15	50	70	95	50
StateGrid	156	1518208658061	3	1	1	0	0	0	1	1	7	73	50	79	69	50	79	69	50	7	73	50
StateGrid	156	1518208658061	4	0	1	0	1	0	1	1	17	96	50	157	90	50	157	90	50	17	96	50
StateGrid	156	1518208658061	5	1	1	0	0	0	1	1	150	43	50	158	29	50	158	29	50	150	43	50
StateGrid	156	1518208658061	6	1	0	1	0	1	0	1	226	23	50	201	25	50	201	25	50	226	23	50
StateGrid	156	1518208658061	7	0	1	0	1	0	1	1	347	91	50	238	95	50	238	95	50	347	91	50
StateGrid	156	1518208658061	8	1	1	0	0	0	1	1	224	59	50	266	84	50	266	84	50	224	59	50
StateGrid	156	1518208658061	9	1	0	1	0	1	0	1	32	75	50	245	1	50	245	1	50	32	75	50
StateGrid	156	1518208658061	10	1	0	1	1	0	1	1	320	71	50	218	58	50	320	71	50	218	58	50
StateGrid	156	1518208658061	11	0	0	1	1	1	0	1	355	32	50	151	30	50	151	30	50	355	32	50
StateGrid	156	1518208658061	12	1	0	1	0	1	0	1	172	41	50	222	21	50	222	21	50	172	41	50
StateGrid	156	1518208658061	13	1	0	1	1	0	1	1	17	48	50	234	67	50	17	48	50	234	67	50
StateGrid	156	1518208658061	14	1	0	1	0	1	0	1	327	60	50	319	45	50	319	45	50	327	60	50
StateGrid	156	1518208658061	15	0	0	1	0	0	1	1	89	30	50	24	55	50	89	30	50	24	55	50
StateGrid	156	1518208658061	16	1	1	0	0	0	1	1	332	32	50	288	43	50	288	43	50	332	32	50
StateGrid	156	1518208658061	17	0	1	0	1	0	1	1	100	55	50	32	59	50	32	59	50	100	55	50
StateGrid	156	1518208658061	18	0	1	0	1	0	1	1	120	46	50	302	12	50	302	12	50	120	46	50
StateGrid	156	1518208658061	19	1	0	1	1	0	1	1	200	23	50	222	68	50	200	23	50	222	68	50
