type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	308	1518208658302	0	1	1	0	0	0	1	1	332	16	50	69	24	50	69	24	50	332	16	50
StateGrid	308	1518208658302	1	1	1	0	0	0	1	1	6	16	50	191	66	50	191	66	50	6	16	50
StateGrid	308	1518208658302	2	0	0	1	0	0	1	1	41	77	50	35	90	50	41	77	50	35	90	50
StateGrid	308	1518208658302	3	0	0	1	1	1	0	1	314	31	50	65	4	50	65	4	50	314	31	50
StateGrid	308	1518208658302	4	0	0	1	1	1	0	1	323	49	50	295	74	50	295	74	50	323	49	50
StateGrid	308	1518208658302	5	1	1	0	0	0	1	1	5	9	50	310	75	50	310	75	50	5	9	50
StateGrid	308	1518208658302	6	1	0	1	0	1	0	1	55	24	50	209	70	50	209	70	50	55	24	50
StateGrid	308	1518208658302	7	1	1	0	0	0	1	1	125	33	50	356	77	50	356	77	50	125	33	50
StateGrid	308	1518208658302	8	0	1	0	0	1	0	1	288	96	50	322	13	50	288	96	50	322	13	50
StateGrid	308	1518208658302	9	1	0	1	0	1	0	1	217	91	50	88	17	50	88	17	50	217	91	50
StateGrid	308	1518208658302	10	1	0	1	1	0	1	1	137	48	50	26	55	50	137	48	50	26	55	50
StateGrid	308	1518208658302	11	0	1	0	0	1	0	1	345	85	50	185	49	50	345	85	50	185	49	50
StateGrid	308	1518208658302	12	1	1	0	1	1	0	1	312	58	50	171	15	50	312	58	50	171	15	50
StateGrid	308	1518208658302	13	0	1	0	0	1	0	1	174	53	50	296	80	50	174	53	50	296	80	50
StateGrid	308	1518208658302	14	0	0	1	0	0	1	1	28	39	50	241	3	50	28	39	50	241	3	50
StateGrid	308	1518208658302	15	1	1	0	1	1	0	1	181	73	50	84	3	50	181	73	50	84	3	50
StateGrid	308	1518208658302	16	0	0	1	0	0	1	1	267	26	50	268	72	50	267	26	50	268	72	50
StateGrid	308	1518208658302	17	0	0	1	1	1	0	1	328	2	50	168	54	50	168	54	50	328	2	50
StateGrid	308	1518208658302	18	0	1	0	0	1	0	1	86	12	50	55	55	50	86	12	50	55	55	50
StateGrid	308	1518208658302	19	1	0	1	0	1	0	1	214	0	50	308	9	50	308	9	50	214	0	50
