type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	562	1518208658768	0	1	1	0	1	1	0	1	257	91	50	169	14	50	257	91	50	169	14	50
StateGrid	562	1518208658768	1	1	0	1	1	0	1	1	68	44	50	204	6	50	68	44	50	204	6	50
StateGrid	562	1518208658768	2	1	0	1	1	0	1	1	260	99	50	28	71	50	260	99	50	28	71	50
StateGrid	562	1518208658768	3	1	0	1	0	1	0	1	166	88	50	107	41	50	107	41	50	166	88	50
StateGrid	562	1518208658768	4	0	1	0	0	1	0	1	71	41	50	27	14	50	71	41	50	27	14	50
StateGrid	562	1518208658768	5	0	1	0	0	1	0	1	251	62	50	332	49	50	251	62	50	332	49	50
StateGrid	562	1518208658768	6	0	0	1	1	1	0	1	62	13	50	194	81	50	194	81	50	62	13	50
StateGrid	562	1518208658768	7	1	0	1	1	0	1	1	148	49	50	153	68	50	148	49	50	153	68	50
StateGrid	562	1518208658768	8	0	1	0	1	0	1	1	152	83	50	190	27	50	190	27	50	152	83	50
StateGrid	562	1518208658768	9	1	1	0	1	1	0	1	168	55	50	155	0	50	168	55	50	155	0	50
StateGrid	562	1518208658768	10	0	0	1	0	0	1	1	39	76	50	198	13	50	39	76	50	198	13	50
StateGrid	562	1518208658768	11	0	0	1	1	1	0	1	121	17	50	289	27	50	289	27	50	121	17	50
StateGrid	562	1518208658768	12	0	1	0	0	1	0	1	307	0	50	70	92	50	307	0	50	70	92	50
StateGrid	562	1518208658768	13	1	1	0	1	1	0	1	270	4	50	131	88	50	270	4	50	131	88	50
StateGrid	562	1518208658768	14	1	0	1	0	1	0	1	20	92	50	311	17	50	311	17	50	20	92	50
StateGrid	562	1518208658768	15	0	1	0	1	0	1	1	205	43	50	194	27	50	194	27	50	205	43	50
StateGrid	562	1518208658768	16	0	1	0	0	1	0	1	312	2	50	355	96	50	312	2	50	355	96	50
StateGrid	562	1518208658768	17	0	0	1	1	1	0	1	157	27	50	35	18	50	35	18	50	157	27	50
StateGrid	562	1518208658768	18	1	0	1	1	0	1	1	358	38	50	194	48	50	358	38	50	194	48	50
StateGrid	562	1518208658768	19	0	1	0	1	0	1	1	283	12	50	23	22	50	23	22	50	283	12	50
