type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	683	1518208659177	0	1	0	1	0	1	0	1	212	82	50	342	69	50	342	69	50	212	82	50
StateGrid	683	1518208659177	1	0	0	1	1	1	0	1	142	5	50	258	21	50	258	21	50	142	5	50
StateGrid	683	1518208659177	2	0	0	1	0	0	1	1	26	50	50	336	23	50	26	50	50	336	23	50
StateGrid	683	1518208659177	3	1	0	1	1	0	1	1	329	12	50	324	77	50	329	12	50	324	77	50
StateGrid	683	1518208659177	4	0	0	1	1	1	0	1	68	64	50	325	69	50	325	69	50	68	64	50
StateGrid	683	1518208659177	5	0	0	1	1	1	0	1	317	35	50	217	69	50	217	69	50	317	35	50
StateGrid	683	1518208659177	6	0	0	1	0	0	1	1	149	58	50	302	16	50	149	58	50	302	16	50
StateGrid	683	1518208659177	7	1	1	0	1	1	0	1	102	98	50	207	97	50	102	98	50	207	97	50
StateGrid	683	1518208659177	8	0	0	1	0	0	1	1	160	37	50	241	8	50	160	37	50	241	8	50
StateGrid	683	1518208659177	9	1	1	0	0	0	1	1	230	41	50	28	39	50	28	39	50	230	41	50
StateGrid	683	1518208659179	10	0	1	0	1	0	1	1	237	79	50	26	42	50	26	42	50	237	79	50
StateGrid	683	1518208659179	11	0	1	0	1	0	1	1	197	76	50	279	92	50	279	92	50	197	76	50
StateGrid	683	1518208659179	12	1	0	1	1	0	1	1	174	4	50	69	48	50	174	4	50	69	48	50
StateGrid	683	1518208659179	13	0	1	0	0	1	0	1	178	99	50	35	47	50	178	99	50	35	47	50
StateGrid	683	1518208659179	14	0	0	1	0	0	1	1	214	11	50	185	61	50	214	11	50	185	61	50
StateGrid	683	1518208659179	15	0	1	0	0	1	0	1	214	93	50	70	45	50	214	93	50	70	45	50
StateGrid	683	1518208659179	16	0	0	1	1	1	0	1	100	86	50	300	39	50	300	39	50	100	86	50
StateGrid	683	1518208659179	17	0	0	1	0	0	1	1	129	16	50	325	61	50	129	16	50	325	61	50
StateGrid	683	1518208659179	18	1	1	0	1	1	0	1	215	63	50	121	7	50	215	63	50	121	7	50
StateGrid	683	1518208659179	19	1	0	1	0	1	0	1	60	4	50	249	14	50	249	14	50	60	4	50
