type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	29	1518208657759	0	1	0	1	0	1	0	1	289	94	50	221	6	50	221	6	50	289	94	50
StateGrid	29	1518208657759	1	1	0	1	0	1	0	1	157	83	50	24	50	50	24	50	50	157	83	50
StateGrid	29	1518208657759	2	1	0	1	0	1	0	1	166	35	50	192	72	50	192	72	50	166	35	50
StateGrid	29	1518208657759	3	0	0	1	0	0	1	1	294	3	50	54	87	50	294	3	50	54	87	50
StateGrid	29	1518208657759	4	0	1	0	1	0	1	1	47	13	50	11	84	50	11	84	50	47	13	50
StateGrid	29	1518208657759	5	1	0	1	0	1	0	1	343	95	50	64	83	50	64	83	50	343	95	50
StateGrid	29	1518208657759	6	1	1	0	0	0	1	1	7	79	50	171	24	50	171	24	50	7	79	50
StateGrid	29	1518208657759	7	1	0	1	0	1	0	1	324	5	50	296	48	50	296	48	50	324	5	50
StateGrid	29	1518208657759	8	1	0	1	0	1	0	1	82	91	50	161	12	50	161	12	50	82	91	50
StateGrid	29	1518208657759	9	0	0	1	0	0	1	1	321	36	50	237	20	50	321	36	50	237	20	50
StateGrid	29	1518208657759	10	1	1	0	0	0	1	1	353	71	50	186	34	50	186	34	50	353	71	50
StateGrid	29	1518208657759	11	1	1	0	0	0	1	1	37	64	50	184	82	50	184	82	50	37	64	50
StateGrid	29	1518208657759	12	1	1	0	1	1	0	1	59	81	50	271	44	50	59	81	50	271	44	50
StateGrid	29	1518208657759	13	1	1	0	0	0	1	1	15	41	50	89	17	50	89	17	50	15	41	50
StateGrid	29	1518208657759	14	0	1	0	0	1	0	1	249	82	50	207	24	50	249	82	50	207	24	50
StateGrid	29	1518208657759	15	1	0	1	1	0	1	1	355	65	50	106	10	50	355	65	50	106	10	50
StateGrid	29	1518208657759	16	1	1	0	0	0	1	1	123	22	50	229	37	50	229	37	50	123	22	50
StateGrid	29	1518208657759	17	0	0	1	1	1	0	1	320	98	50	273	22	50	273	22	50	320	98	50
StateGrid	29	1518208657759	18	0	0	1	1	1	0	1	150	25	50	57	69	50	57	69	50	150	25	50
StateGrid	29	1518208657759	19	1	0	1	0	1	0	1	32	79	50	194	82	50	194	82	50	32	79	50
