type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	671	1518208659146	0	0	1	0	1	0	1	1	97	43	50	340	13	50	340	13	50	97	43	50
StateGrid	671	1518208659146	1	1	1	0	0	0	1	1	248	89	50	134	4	50	134	4	50	248	89	50
StateGrid	671	1518208659146	2	1	1	0	1	1	0	1	190	53	50	184	56	50	190	53	50	184	56	50
StateGrid	671	1518208659146	3	1	1	0	1	1	0	1	277	47	50	81	7	50	277	47	50	81	7	50
StateGrid	671	1518208659146	4	1	0	1	0	1	0	1	31	17	50	84	48	50	84	48	50	31	17	50
StateGrid	671	1518208659146	5	1	0	1	0	1	0	1	54	48	50	337	38	50	337	38	50	54	48	50
StateGrid	671	1518208659146	6	0	0	1	1	1	0	1	287	58	50	19	75	50	19	75	50	287	58	50
StateGrid	671	1518208659146	7	0	1	0	0	1	0	1	98	23	50	289	85	50	98	23	50	289	85	50
StateGrid	671	1518208659146	8	1	0	1	0	1	0	1	265	48	50	241	62	50	241	62	50	265	48	50
StateGrid	671	1518208659146	9	0	1	0	0	1	0	1	272	41	50	326	70	50	272	41	50	326	70	50
StateGrid	671	1518208659147	10	0	1	0	0	1	0	1	335	22	50	43	79	50	335	22	50	43	79	50
StateGrid	671	1518208659147	11	0	1	0	0	1	0	1	87	41	50	209	94	50	87	41	50	209	94	50
StateGrid	671	1518208659147	12	1	0	1	0	1	0	1	32	85	50	314	44	50	314	44	50	32	85	50
StateGrid	671	1518208659147	13	1	0	1	1	0	1	1	163	34	50	192	74	50	163	34	50	192	74	50
StateGrid	671	1518208659147	14	1	1	0	1	1	0	1	64	9	50	70	19	50	64	9	50	70	19	50
StateGrid	671	1518208659147	15	0	0	1	1	1	0	1	112	84	50	50	66	50	50	66	50	112	84	50
StateGrid	671	1518208659148	16	0	0	1	1	1	0	1	193	3	50	234	96	50	234	96	50	193	3	50
StateGrid	671	1518208659148	17	1	1	0	0	0	1	1	47	28	50	346	84	50	346	84	50	47	28	50
StateGrid	671	1518208659148	18	1	1	0	0	0	1	1	332	98	50	327	24	50	327	24	50	332	98	50
StateGrid	671	1518208659148	19	1	0	1	1	0	1	1	77	88	50	134	68	50	77	88	50	134	68	50
