type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	693	1518208659196	0	1	1	0	1	1	0	1	67	54	50	156	46	50	67	54	50	156	46	50
StateGrid	693	1518208659196	1	0	1	0	0	1	0	1	158	57	50	222	56	50	158	57	50	222	56	50
StateGrid	693	1518208659196	2	0	0	1	0	0	1	1	173	7	50	328	0	50	173	7	50	328	0	50
StateGrid	693	1518208659196	3	1	0	1	1	0	1	1	20	32	50	104	25	50	20	32	50	104	25	50
StateGrid	693	1518208659196	4	0	0	1	1	1	0	1	334	60	50	348	78	50	348	78	50	334	60	50
StateGrid	693	1518208659196	5	1	0	1	1	0	1	1	151	54	50	238	49	50	151	54	50	238	49	50
StateGrid	693	1518208659196	6	1	1	0	1	1	0	1	324	65	50	319	72	50	324	65	50	319	72	50
StateGrid	693	1518208659196	7	1	0	1	1	0	1	1	333	74	50	304	76	50	333	74	50	304	76	50
StateGrid	693	1518208659196	8	0	0	1	1	1	0	1	312	74	50	189	59	50	189	59	50	312	74	50
StateGrid	693	1518208659196	9	1	1	0	0	0	1	1	39	52	50	173	98	50	173	98	50	39	52	50
StateGrid	693	1518208659196	10	1	1	0	1	1	0	1	186	67	50	179	58	50	186	67	50	179	58	50
StateGrid	693	1518208659196	11	1	1	0	0	0	1	1	40	83	50	282	71	50	282	71	50	40	83	50
StateGrid	693	1518208659196	12	1	1	0	1	1	0	1	307	86	50	65	31	50	307	86	50	65	31	50
StateGrid	693	1518208659197	13	0	0	1	0	0	1	1	180	67	50	328	21	50	180	67	50	328	21	50
StateGrid	693	1518208659197	14	1	1	0	1	1	0	1	354	29	50	320	69	50	354	29	50	320	69	50
StateGrid	693	1518208659197	15	1	0	1	0	1	0	1	62	98	50	234	93	50	234	93	50	62	98	50
StateGrid	693	1518208659197	16	1	1	0	1	1	0	1	3	39	50	152	42	50	3	39	50	152	42	50
StateGrid	693	1518208659197	17	0	0	1	1	1	0	1	188	32	50	147	68	50	147	68	50	188	32	50
StateGrid	693	1518208659197	18	0	1	0	1	0	1	1	307	22	50	246	91	50	246	91	50	307	22	50
StateGrid	693	1518208659197	19	1	1	0	1	1	0	1	112	28	50	120	48	50	112	28	50	120	48	50
