type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	908	1518208659551	0	1	0	1	1	0	1	1	254	56	50	50	46	50	254	56	50	50	46	50
StateGrid	908	1518208659551	1	1	1	0	0	0	1	1	49	79	50	212	8	50	212	8	50	49	79	50
StateGrid	908	1518208659551	2	0	1	0	0	1	0	1	293	82	50	198	0	50	293	82	50	198	0	50
StateGrid	908	1518208659551	3	1	0	1	1	0	1	1	211	19	50	24	62	50	211	19	50	24	62	50
StateGrid	908	1518208659551	4	1	0	1	1	0	1	1	331	30	50	281	24	50	331	30	50	281	24	50
StateGrid	908	1518208659551	5	0	0	1	0	0	1	1	135	2	50	345	16	50	135	2	50	345	16	50
StateGrid	908	1518208659551	6	0	1	0	1	0	1	1	68	86	50	211	71	50	211	71	50	68	86	50
StateGrid	908	1518208659551	7	1	1	0	1	1	0	1	105	45	50	195	76	50	105	45	50	195	76	50
StateGrid	908	1518208659551	8	0	0	1	0	0	1	1	193	8	50	332	93	50	193	8	50	332	93	50
StateGrid	908	1518208659551	9	0	0	1	1	1	0	1	122	3	50	28	91	50	28	91	50	122	3	50
StateGrid	908	1518208659551	10	0	0	1	0	0	1	1	132	5	50	34	23	50	132	5	50	34	23	50
StateGrid	908	1518208659551	11	1	1	0	0	0	1	1	200	8	50	327	76	50	327	76	50	200	8	50
StateGrid	908	1518208659551	12	0	1	0	0	1	0	1	4	89	50	166	47	50	4	89	50	166	47	50
StateGrid	908	1518208659551	13	1	0	1	1	0	1	1	132	31	50	348	13	50	132	31	50	348	13	50
StateGrid	908	1518208659551	14	1	0	1	1	0	1	1	323	18	50	26	76	50	323	18	50	26	76	50
StateGrid	908	1518208659552	15	1	0	1	1	0	1	1	84	37	50	212	52	50	84	37	50	212	52	50
StateGrid	908	1518208659552	16	0	0	1	1	1	0	1	111	96	50	37	2	50	37	2	50	111	96	50
StateGrid	908	1518208659552	17	0	1	0	0	1	0	1	35	27	50	333	31	50	35	27	50	333	31	50
StateGrid	908	1518208659552	18	1	0	1	0	1	0	1	254	58	50	302	48	50	302	48	50	254	58	50
StateGrid	908	1518208659552	19	0	0	1	1	1	0	1	109	41	50	128	40	50	128	40	50	109	41	50
