type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	61	1518208657873	0	1	1	0	0	0	1	1	220	77	50	273	47	50	273	47	50	220	77	50
StateGrid	61	1518208657873	1	1	0	1	0	1	0	1	229	33	50	343	84	50	343	84	50	229	33	50
StateGrid	61	1518208657873	2	0	0	1	1	1	0	1	137	1	50	132	85	50	132	85	50	137	1	50
StateGrid	61	1518208657873	3	1	0	1	0	1	0	1	52	53	50	3	78	50	3	78	50	52	53	50
StateGrid	61	1518208657873	4	0	0	1	0	0	1	1	258	90	50	96	31	50	258	90	50	96	31	50
StateGrid	61	1518208657873	5	0	0	1	1	1	0	1	288	8	50	281	46	50	281	46	50	288	8	50
StateGrid	61	1518208657873	6	0	1	0	1	0	1	1	357	89	50	168	66	50	168	66	50	357	89	50
StateGrid	61	1518208657873	7	1	1	0	0	0	1	1	87	75	50	117	77	50	117	77	50	87	75	50
StateGrid	61	1518208657873	8	0	0	1	1	1	0	1	30	89	50	168	28	50	168	28	50	30	89	50
StateGrid	61	1518208657873	9	1	0	1	1	0	1	1	288	65	50	217	79	50	288	65	50	217	79	50
StateGrid	61	1518208657874	10	1	1	0	0	0	1	1	341	69	50	4	64	50	4	64	50	341	69	50
StateGrid	61	1518208657874	11	1	1	0	0	0	1	1	23	83	50	41	5	50	41	5	50	23	83	50
StateGrid	61	1518208657874	12	1	1	0	0	0	1	1	50	28	50	272	32	50	272	32	50	50	28	50
StateGrid	61	1518208657874	13	0	0	1	0	0	1	1	143	0	50	336	8	50	143	0	50	336	8	50
StateGrid	61	1518208657874	14	1	0	1	1	0	1	1	303	64	50	348	38	50	303	64	50	348	38	50
StateGrid	61	1518208657874	15	1	1	0	1	1	0	1	293	0	50	275	8	50	293	0	50	275	8	50
StateGrid	61	1518208657874	16	0	1	0	1	0	1	1	309	12	50	62	98	50	62	98	50	309	12	50
StateGrid	61	1518208657874	17	0	0	1	0	0	1	1	93	72	50	281	76	50	93	72	50	281	76	50
StateGrid	61	1518208657874	18	0	1	0	1	0	1	1	318	91	50	229	66	50	229	66	50	318	91	50
StateGrid	61	1518208657874	19	0	0	1	0	0	1	1	57	82	50	231	88	50	57	82	50	231	88	50
