type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	325	1518208658329	0	1	1	0	1	1	0	1	277	70	50	239	91	50	277	70	50	239	91	50
StateGrid	325	1518208658329	1	0	0	1	1	1	0	1	33	59	50	26	7	50	26	7	50	33	59	50
StateGrid	325	1518208658329	2	1	1	0	0	0	1	1	228	24	50	236	58	50	236	58	50	228	24	50
StateGrid	325	1518208658330	3	1	1	0	1	1	0	1	232	36	50	108	35	50	232	36	50	108	35	50
StateGrid	325	1518208658330	4	1	1	0	0	0	1	1	156	57	50	138	86	50	138	86	50	156	57	50
StateGrid	325	1518208658330	5	1	1	0	1	1	0	1	44	16	50	225	26	50	44	16	50	225	26	50
StateGrid	325	1518208658330	6	1	1	0	1	1	0	1	204	53	50	139	27	50	204	53	50	139	27	50
StateGrid	325	1518208658330	7	0	1	0	1	0	1	1	12	7	50	205	5	50	205	5	50	12	7	50
StateGrid	325	1518208658330	8	1	1	0	1	1	0	1	243	64	50	269	79	50	243	64	50	269	79	50
StateGrid	325	1518208658330	9	0	1	0	0	1	0	1	199	92	50	37	28	50	199	92	50	37	28	50
StateGrid	325	1518208658330	10	1	0	1	1	0	1	1	35	6	50	195	63	50	35	6	50	195	63	50
StateGrid	325	1518208658330	11	1	1	0	0	0	1	1	47	50	50	191	82	50	191	82	50	47	50	50
StateGrid	325	1518208658330	12	1	1	0	1	1	0	1	161	30	50	265	96	50	161	30	50	265	96	50
StateGrid	325	1518208658330	13	0	1	0	0	1	0	1	32	99	50	139	62	50	32	99	50	139	62	50
StateGrid	325	1518208658330	14	0	0	1	0	0	1	1	339	24	50	108	53	50	339	24	50	108	53	50
StateGrid	325	1518208658330	15	1	0	1	1	0	1	1	274	79	50	115	62	50	274	79	50	115	62	50
StateGrid	325	1518208658330	16	1	0	1	1	0	1	1	215	7	50	132	34	50	215	7	50	132	34	50
StateGrid	325	1518208658330	17	0	0	1	0	0	1	1	78	53	50	287	86	50	78	53	50	287	86	50
StateGrid	325	1518208658330	18	1	0	1	1	0	1	1	303	62	50	10	55	50	303	62	50	10	55	50
StateGrid	325	1518208658330	19	0	1	0	1	0	1	1	7	38	50	349	57	50	349	57	50	7	38	50
