type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	84	1518208657907	0	0	0	1	0	0	1	1	66	29	50	153	51	50	66	29	50	153	51	50
StateGrid	84	1518208657907	1	0	1	0	0	1	0	1	84	66	50	252	33	50	84	66	50	252	33	50
StateGrid	84	1518208657907	2	0	0	1	0	0	1	1	6	34	50	119	17	50	6	34	50	119	17	50
StateGrid	84	1518208657907	3	0	0	1	0	0	1	1	270	89	50	322	48	50	270	89	50	322	48	50
StateGrid	84	1518208657907	4	1	0	1	0	1	0	1	296	10	50	275	25	50	275	25	50	296	10	50
StateGrid	84	1518208657907	5	0	0	1	0	0	1	1	56	50	50	260	62	50	56	50	50	260	62	50
StateGrid	84	1518208657907	6	0	0	1	0	0	1	1	39	52	50	268	26	50	39	52	50	268	26	50
StateGrid	84	1518208657908	7	1	1	0	1	1	0	1	175	39	50	356	63	50	175	39	50	356	63	50
StateGrid	84	1518208657908	8	0	0	1	0	0	1	1	279	83	50	122	0	50	279	83	50	122	0	50
StateGrid	84	1518208657908	9	1	1	0	0	0	1	1	123	49	50	12	56	50	12	56	50	123	49	50
StateGrid	84	1518208657908	10	1	1	0	0	0	1	1	65	24	50	237	88	50	237	88	50	65	24	50
StateGrid	84	1518208657908	11	1	0	1	1	0	1	1	111	95	50	95	38	50	111	95	50	95	38	50
StateGrid	84	1518208657908	12	0	0	1	1	1	0	1	133	53	50	134	87	50	134	87	50	133	53	50
StateGrid	84	1518208657908	13	1	1	0	1	1	0	1	42	90	50	319	68	50	42	90	50	319	68	50
StateGrid	84	1518208657908	14	0	1	0	0	1	0	1	187	77	50	20	28	50	187	77	50	20	28	50
StateGrid	84	1518208657908	15	0	0	1	0	0	1	1	71	94	50	179	77	50	71	94	50	179	77	50
StateGrid	84	1518208657908	16	1	0	1	1	0	1	1	94	69	50	248	79	50	94	69	50	248	79	50
StateGrid	84	1518208657908	17	1	1	0	1	1	0	1	25	94	50	141	90	50	25	94	50	141	90	50
StateGrid	84	1518208657908	18	1	1	0	1	1	0	1	94	77	50	359	82	50	94	77	50	359	82	50
StateGrid	84	1518208657909	19	0	1	0	0	1	0	1	329	30	50	92	76	50	329	30	50	92	76	50
