type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	558	1518208658759	0	1	1	0	0	0	1	1	170	8	50	101	86	50	101	86	50	170	8	50
StateGrid	558	1518208658759	1	1	0	1	0	1	0	1	41	72	50	326	10	50	326	10	50	41	72	50
StateGrid	558	1518208658759	2	1	0	1	0	1	0	1	263	52	50	354	86	50	354	86	50	263	52	50
StateGrid	558	1518208658759	3	1	1	0	1	1	0	1	159	66	50	92	36	50	159	66	50	92	36	50
StateGrid	558	1518208658759	4	0	1	0	0	1	0	1	89	17	50	261	93	50	89	17	50	261	93	50
StateGrid	558	1518208658759	5	0	0	1	0	0	1	1	186	77	50	112	67	50	186	77	50	112	67	50
StateGrid	558	1518208658759	6	0	0	1	0	0	1	1	4	80	50	78	11	50	4	80	50	78	11	50
StateGrid	558	1518208658759	7	0	0	1	1	1	0	1	229	99	50	62	7	50	62	7	50	229	99	50
StateGrid	558	1518208658759	8	0	0	1	1	1	0	1	75	80	50	86	65	50	86	65	50	75	80	50
StateGrid	558	1518208658759	9	1	1	0	0	0	1	1	137	20	50	358	33	50	358	33	50	137	20	50
StateGrid	558	1518208658759	10	0	0	1	0	0	1	1	3	80	50	31	43	50	3	80	50	31	43	50
StateGrid	558	1518208658759	11	0	0	1	1	1	0	1	8	33	50	313	49	50	313	49	50	8	33	50
StateGrid	558	1518208658759	12	1	0	1	1	0	1	1	64	91	50	81	93	50	64	91	50	81	93	50
StateGrid	558	1518208658759	13	0	1	0	0	1	0	1	319	15	50	326	69	50	319	15	50	326	69	50
StateGrid	558	1518208658759	14	1	0	1	1	0	1	1	169	79	50	115	90	50	169	79	50	115	90	50
StateGrid	558	1518208658759	15	0	1	0	1	0	1	1	324	25	50	158	49	50	158	49	50	324	25	50
StateGrid	558	1518208658759	16	0	0	1	0	0	1	1	249	38	50	64	8	50	249	38	50	64	8	50
StateGrid	558	1518208658759	17	0	1	0	1	0	1	1	349	3	50	242	0	50	242	0	50	349	3	50
StateGrid	558	1518208658759	18	1	1	0	1	1	0	1	15	39	50	188	43	50	15	39	50	188	43	50
StateGrid	558	1518208658759	19	1	1	0	1	1	0	1	170	81	50	332	58	50	170	81	50	332	58	50
