type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	167	1518208658076	0	1	0	1	0	1	0	1	255	89	50	198	78	50	198	78	50	255	89	50
StateGrid	167	1518208658076	1	0	0	1	1	1	0	1	94	71	50	29	47	50	29	47	50	94	71	50
StateGrid	167	1518208658076	2	0	1	0	0	1	0	1	7	24	50	148	93	50	7	24	50	148	93	50
StateGrid	167	1518208658076	3	0	1	0	0	1	0	1	94	60	50	195	20	50	94	60	50	195	20	50
StateGrid	167	1518208658076	4	1	0	1	1	0	1	1	324	98	50	329	67	50	324	98	50	329	67	50
StateGrid	167	1518208658076	5	1	0	1	1	0	1	1	187	76	50	117	17	50	187	76	50	117	17	50
StateGrid	167	1518208658076	6	0	1	0	1	0	1	1	256	80	50	267	84	50	267	84	50	256	80	50
StateGrid	167	1518208658076	7	0	0	1	0	0	1	1	102	12	50	115	80	50	102	12	50	115	80	50
StateGrid	167	1518208658076	8	1	0	1	1	0	1	1	63	42	50	264	17	50	63	42	50	264	17	50
StateGrid	167	1518208658076	9	1	0	1	1	0	1	1	0	96	50	348	57	50	0	96	50	348	57	50
StateGrid	167	1518208658076	10	1	1	0	1	1	0	1	148	13	50	349	33	50	148	13	50	349	33	50
StateGrid	167	1518208658076	11	0	1	0	1	0	1	1	102	10	50	35	32	50	35	32	50	102	10	50
StateGrid	167	1518208658076	12	0	0	1	1	1	0	1	207	30	50	41	76	50	41	76	50	207	30	50
StateGrid	167	1518208658076	13	1	0	1	0	1	0	1	82	94	50	273	67	50	273	67	50	82	94	50
StateGrid	167	1518208658076	14	1	0	1	1	0	1	1	50	5	50	88	97	50	50	5	50	88	97	50
StateGrid	167	1518208658076	15	0	1	0	0	1	0	1	233	89	50	154	40	50	233	89	50	154	40	50
StateGrid	167	1518208658076	16	0	1	0	0	1	0	1	269	79	50	221	30	50	269	79	50	221	30	50
StateGrid	167	1518208658076	17	1	1	0	0	0	1	1	252	15	50	358	75	50	358	75	50	252	15	50
StateGrid	167	1518208658076	18	1	1	0	0	0	1	1	202	94	50	157	4	50	157	4	50	202	94	50
StateGrid	167	1518208658076	19	0	1	0	0	1	0	1	138	31	50	210	78	50	138	31	50	210	78	50
