type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	830	1518208659410	0	1	0	1	0	1	0	1	267	28	50	293	40	50	293	40	50	267	28	50
StateGrid	830	1518208659410	1	1	0	1	1	0	1	1	293	46	50	324	72	50	293	46	50	324	72	50
StateGrid	830	1518208659410	2	0	0	1	1	1	0	1	29	92	50	235	59	50	235	59	50	29	92	50
StateGrid	830	1518208659410	3	0	1	0	0	1	0	1	103	28	50	292	15	50	103	28	50	292	15	50
StateGrid	830	1518208659410	4	1	1	0	0	0	1	1	192	18	50	38	44	50	38	44	50	192	18	50
StateGrid	830	1518208659410	5	0	0	1	1	1	0	1	319	8	50	11	19	50	11	19	50	319	8	50
StateGrid	830	1518208659410	6	0	0	1	0	0	1	1	306	90	50	120	8	50	306	90	50	120	8	50
StateGrid	830	1518208659410	7	0	0	1	1	1	0	1	122	79	50	95	39	50	95	39	50	122	79	50
StateGrid	830	1518208659410	8	0	1	0	0	1	0	1	220	81	50	216	31	50	220	81	50	216	31	50
StateGrid	830	1518208659410	9	1	1	0	0	0	1	1	231	45	50	118	93	50	118	93	50	231	45	50
StateGrid	830	1518208659410	10	1	0	1	0	1	0	1	115	41	50	93	29	50	93	29	50	115	41	50
StateGrid	830	1518208659410	11	1	0	1	0	1	0	1	228	74	50	217	35	50	217	35	50	228	74	50
StateGrid	830	1518208659410	12	1	1	0	0	0	1	1	206	54	50	123	78	50	123	78	50	206	54	50
StateGrid	830	1518208659410	13	0	0	1	0	0	1	1	339	77	50	4	42	50	339	77	50	4	42	50
StateGrid	830	1518208659410	14	0	0	1	0	0	1	1	106	49	50	294	55	50	106	49	50	294	55	50
StateGrid	830	1518208659411	15	1	0	1	0	1	0	1	190	61	50	276	91	50	276	91	50	190	61	50
StateGrid	830	1518208659411	16	0	1	0	0	1	0	1	243	80	50	222	56	50	243	80	50	222	56	50
StateGrid	830	1518208659411	17	1	1	0	1	1	0	1	274	3	50	343	53	50	274	3	50	343	53	50
StateGrid	830	1518208659411	18	0	0	1	1	1	0	1	201	66	50	359	41	50	359	41	50	201	66	50
StateGrid	830	1518208659411	19	1	0	1	0	1	0	1	169	80	50	240	19	50	240	19	50	169	80	50
