type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	290	1518208658272	0	1	1	0	0	0	1	1	37	72	50	236	29	50	236	29	50	37	72	50
StateGrid	290	1518208658272	1	0	1	0	0	1	0	1	344	71	50	194	61	50	344	71	50	194	61	50
StateGrid	290	1518208658272	2	0	0	1	1	1	0	1	109	75	50	95	76	50	95	76	50	109	75	50
StateGrid	290	1518208658272	3	1	1	0	0	0	1	1	235	21	50	56	68	50	56	68	50	235	21	50
StateGrid	290	1518208658272	4	1	0	1	0	1	0	1	106	51	50	164	75	50	164	75	50	106	51	50
StateGrid	290	1518208658272	5	0	0	1	1	1	0	1	278	5	50	316	85	50	316	85	50	278	5	50
StateGrid	290	1518208658272	6	1	0	1	0	1	0	1	21	2	50	46	49	50	46	49	50	21	2	50
StateGrid	290	1518208658272	7	1	1	0	0	0	1	1	349	65	50	272	8	50	272	8	50	349	65	50
StateGrid	290	1518208658272	8	1	1	0	0	0	1	1	337	78	50	25	99	50	25	99	50	337	78	50
StateGrid	290	1518208658272	9	0	1	0	0	1	0	1	63	40	50	340	43	50	63	40	50	340	43	50
StateGrid	290	1518208658272	10	1	0	1	1	0	1	1	307	3	50	240	43	50	307	3	50	240	43	50
StateGrid	290	1518208658272	11	0	1	0	1	0	1	1	322	61	50	243	38	50	243	38	50	322	61	50
StateGrid	290	1518208658272	12	1	1	0	0	0	1	1	3	64	50	177	44	50	177	44	50	3	64	50
StateGrid	290	1518208658272	13	1	0	1	1	0	1	1	303	12	50	248	61	50	303	12	50	248	61	50
StateGrid	290	1518208658273	14	0	1	0	0	1	0	1	105	38	50	57	40	50	105	38	50	57	40	50
StateGrid	290	1518208658273	15	0	1	0	1	0	1	1	337	49	50	53	28	50	53	28	50	337	49	50
StateGrid	290	1518208658273	16	0	1	0	1	0	1	1	30	0	50	337	14	50	337	14	50	30	0	50
StateGrid	290	1518208658273	17	1	0	1	1	0	1	1	14	71	50	266	23	50	14	71	50	266	23	50
StateGrid	290	1518208658273	18	0	0	1	1	1	0	1	305	48	50	229	1	50	229	1	50	305	48	50
StateGrid	290	1518208658273	19	0	1	0	0	1	0	1	26	6	50	186	53	50	26	6	50	186	53	50
