type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	463	1518208658580	0	0	1	0	1	0	1	1	157	34	50	267	65	50	267	65	50	157	34	50
StateGrid	463	1518208658580	1	1	0	1	1	0	1	1	233	71	50	53	98	50	233	71	50	53	98	50
StateGrid	463	1518208658580	2	1	1	0	1	1	0	1	22	33	50	141	94	50	22	33	50	141	94	50
StateGrid	463	1518208658580	3	0	1	0	1	0	1	1	56	5	50	192	13	50	192	13	50	56	5	50
StateGrid	463	1518208658580	4	1	0	1	1	0	1	1	21	69	50	8	30	50	21	69	50	8	30	50
StateGrid	463	1518208658580	5	1	1	0	0	0	1	1	111	3	50	295	72	50	295	72	50	111	3	50
StateGrid	463	1518208658580	6	0	0	1	0	0	1	1	168	3	50	124	42	50	168	3	50	124	42	50
StateGrid	463	1518208658580	7	0	1	0	0	1	0	1	325	3	50	36	89	50	325	3	50	36	89	50
StateGrid	463	1518208658580	8	1	1	0	0	0	1	1	35	67	50	184	34	50	184	34	50	35	67	50
StateGrid	463	1518208658580	9	1	1	0	0	0	1	1	349	15	50	120	99	50	120	99	50	349	15	50
StateGrid	463	1518208658580	10	0	0	1	1	1	0	1	130	12	50	349	14	50	349	14	50	130	12	50
StateGrid	463	1518208658580	11	1	0	1	1	0	1	1	79	76	50	183	51	50	79	76	50	183	51	50
StateGrid	463	1518208658580	12	0	0	1	1	1	0	1	50	18	50	118	47	50	118	47	50	50	18	50
StateGrid	463	1518208658580	13	1	0	1	0	1	0	1	303	13	50	247	74	50	247	74	50	303	13	50
StateGrid	463	1518208658580	14	1	0	1	0	1	0	1	199	75	50	325	69	50	325	69	50	199	75	50
StateGrid	463	1518208658580	15	0	1	0	1	0	1	1	27	32	50	220	35	50	220	35	50	27	32	50
StateGrid	463	1518208658580	16	1	0	1	0	1	0	1	268	10	50	234	75	50	234	75	50	268	10	50
StateGrid	463	1518208658580	17	0	0	1	1	1	0	1	243	69	50	341	51	50	341	51	50	243	69	50
StateGrid	463	1518208658580	18	0	1	0	1	0	1	1	220	92	50	197	99	50	197	99	50	220	92	50
StateGrid	463	1518208658580	19	1	0	1	0	1	0	1	334	71	50	234	6	50	234	6	50	334	71	50
