type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	240	1518208658181	0	0	1	0	0	1	0	1	317	99	50	222	7	50	317	99	50	222	7	50
StateGrid	240	1518208658181	1	1	1	0	0	0	1	1	329	96	50	249	57	50	249	57	50	329	96	50
StateGrid	240	1518208658181	2	0	0	1	1	1	0	1	283	94	50	9	87	50	9	87	50	283	94	50
StateGrid	240	1518208658181	3	1	0	1	1	0	1	1	258	45	50	41	15	50	258	45	50	41	15	50
StateGrid	240	1518208658181	4	0	1	0	0	1	0	1	327	72	50	335	18	50	327	72	50	335	18	50
StateGrid	240	1518208658181	5	0	0	1	0	0	1	1	201	87	50	94	8	50	201	87	50	94	8	50
StateGrid	240	1518208658181	6	1	1	0	0	0	1	1	276	85	50	13	55	50	13	55	50	276	85	50
StateGrid	240	1518208658181	7	0	0	1	0	0	1	1	196	1	50	187	9	50	196	1	50	187	9	50
StateGrid	240	1518208658181	8	1	1	0	1	1	0	1	215	43	50	214	88	50	215	43	50	214	88	50
StateGrid	240	1518208658181	9	0	0	1	1	1	0	1	198	43	50	74	0	50	74	0	50	198	43	50
StateGrid	240	1518208658181	10	0	0	1	1	1	0	1	194	19	50	102	53	50	102	53	50	194	19	50
StateGrid	240	1518208658181	11	0	0	1	0	0	1	1	133	82	50	22	19	50	133	82	50	22	19	50
StateGrid	240	1518208658181	12	1	1	0	0	0	1	1	75	92	50	270	51	50	270	51	50	75	92	50
StateGrid	240	1518208658181	13	1	1	0	1	1	0	1	225	76	50	258	90	50	225	76	50	258	90	50
StateGrid	240	1518208658181	14	0	0	1	0	0	1	1	60	1	50	232	19	50	60	1	50	232	19	50
StateGrid	240	1518208658181	15	0	1	0	0	1	0	1	313	27	50	281	67	50	313	27	50	281	67	50
StateGrid	240	1518208658181	16	0	0	1	0	0	1	1	36	31	50	89	31	50	36	31	50	89	31	50
StateGrid	240	1518208658181	17	0	1	0	0	1	0	1	148	56	50	294	26	50	148	56	50	294	26	50
StateGrid	240	1518208658181	18	0	0	1	0	0	1	1	335	77	50	39	10	50	335	77	50	39	10	50
StateGrid	240	1518208658181	19	0	0	1	1	1	0	1	109	46	50	318	18	50	318	18	50	109	46	50
