type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	9	1518208657667	0	1	1	0	1	1	0	1	335	15	50	238	13	50	335	15	50	238	13	50
StateGrid	9	1518208657683	1	1	1	0	1	1	0	1	358	6	50	50	27	50	358	6	50	50	27	50
StateGrid	9	1518208657683	2	1	0	1	0	1	0	1	315	16	50	104	92	50	104	92	50	315	16	50
StateGrid	9	1518208657683	3	1	1	0	1	1	0	1	222	4	50	338	71	50	222	4	50	338	71	50
StateGrid	9	1518208657683	4	0	1	0	0	1	0	1	150	24	50	217	45	50	150	24	50	217	45	50
StateGrid	9	1518208657683	5	0	0	1	0	0	1	1	354	52	50	108	34	50	354	52	50	108	34	50
StateGrid	9	1518208657683	6	1	1	0	0	0	1	1	106	75	50	176	13	50	176	13	50	106	75	50
StateGrid	9	1518208657683	7	0	0	1	0	0	1	1	130	85	50	269	12	50	130	85	50	269	12	50
StateGrid	9	1518208657683	8	1	0	1	1	0	1	1	292	5	50	101	26	50	292	5	50	101	26	50
StateGrid	9	1518208657683	9	0	0	1	0	0	1	1	56	86	50	140	38	50	56	86	50	140	38	50
StateGrid	9	1518208657683	10	1	1	0	0	0	1	1	97	83	50	351	23	50	351	23	50	97	83	50
StateGrid	9	1518208657683	11	1	0	1	0	1	0	1	96	93	50	303	86	50	303	86	50	96	93	50
StateGrid	9	1518208657683	12	1	0	1	1	0	1	1	38	12	50	316	40	50	38	12	50	316	40	50
StateGrid	9	1518208657684	13	1	1	0	1	1	0	1	104	87	50	164	81	50	104	87	50	164	81	50
StateGrid	9	1518208657684	14	1	1	0	1	1	0	1	105	58	50	268	81	50	105	58	50	268	81	50
StateGrid	9	1518208657684	15	0	1	0	0	1	0	1	40	99	50	90	64	50	40	99	50	90	64	50
StateGrid	9	1518208657684	16	0	0	1	0	0	1	1	69	96	50	321	78	50	69	96	50	321	78	50
StateGrid	9	1518208657684	17	0	0	1	0	0	1	1	137	97	50	141	49	50	137	97	50	141	49	50
StateGrid	9	1518208657684	18	0	1	0	0	1	0	1	52	2	50	140	58	50	52	2	50	140	58	50
StateGrid	9	1518208657684	19	0	1	0	1	0	1	1	297	57	50	5	27	50	5	27	50	297	57	50
