type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	928	1518208659571	0	1	0	1	1	0	1	1	333	29	50	339	30	50	333	29	50	339	30	50
StateGrid	928	1518208659571	1	1	0	1	1	0	1	1	40	87	50	102	63	50	40	87	50	102	63	50
StateGrid	928	1518208659571	2	1	0	1	0	1	0	1	57	81	50	90	96	50	90	96	50	57	81	50
StateGrid	928	1518208659571	3	0	0	1	1	1	0	1	28	45	50	52	74	50	52	74	50	28	45	50
StateGrid	928	1518208659571	4	1	0	1	0	1	0	1	23	59	50	283	78	50	283	78	50	23	59	50
StateGrid	928	1518208659571	5	1	1	0	0	0	1	1	150	90	50	208	8	50	208	8	50	150	90	50
StateGrid	928	1518208659571	6	1	1	0	1	1	0	1	269	76	50	114	86	50	269	76	50	114	86	50
StateGrid	928	1518208659571	7	1	0	1	0	1	0	1	251	9	50	206	43	50	206	43	50	251	9	50
StateGrid	928	1518208659571	8	0	1	0	0	1	0	1	85	95	50	35	14	50	85	95	50	35	14	50
StateGrid	928	1518208659571	9	1	0	1	1	0	1	1	281	81	50	102	62	50	281	81	50	102	62	50
StateGrid	928	1518208659571	10	0	0	1	1	1	0	1	137	85	50	22	95	50	22	95	50	137	85	50
StateGrid	928	1518208659571	11	0	1	0	1	0	1	1	115	37	50	38	76	50	38	76	50	115	37	50
StateGrid	928	1518208659571	12	0	0	1	1	1	0	1	142	45	50	306	20	50	306	20	50	142	45	50
StateGrid	928	1518208659571	13	1	0	1	1	0	1	1	157	43	50	358	2	50	157	43	50	358	2	50
StateGrid	928	1518208659571	14	1	0	1	0	1	0	1	306	60	50	356	72	50	356	72	50	306	60	50
StateGrid	928	1518208659571	15	1	1	0	0	0	1	1	114	7	50	43	64	50	43	64	50	114	7	50
StateGrid	928	1518208659571	16	1	0	1	1	0	1	1	151	7	50	152	84	50	151	7	50	152	84	50
StateGrid	928	1518208659571	17	0	0	1	1	1	0	1	288	91	50	112	10	50	112	10	50	288	91	50
StateGrid	928	1518208659571	18	1	0	1	1	0	1	1	99	37	50	243	74	50	99	37	50	243	74	50
StateGrid	928	1518208659571	19	1	0	1	0	1	0	1	264	67	50	275	3	50	275	3	50	264	67	50
