type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	539	1518208658706	0	0	0	1	1	1	0	1	232	41	50	327	14	50	327	14	50	232	41	50
StateGrid	539	1518208658706	1	1	0	1	1	0	1	1	52	41	50	183	31	50	52	41	50	183	31	50
StateGrid	539	1518208658706	2	0	1	0	1	0	1	1	150	95	50	354	87	50	354	87	50	150	95	50
StateGrid	539	1518208658706	3	0	0	1	0	0	1	1	98	32	50	178	8	50	98	32	50	178	8	50
StateGrid	539	1518208658706	4	1	0	1	0	1	0	1	245	92	50	182	72	50	182	72	50	245	92	50
StateGrid	539	1518208658706	5	0	1	0	0	1	0	1	209	1	50	144	82	50	209	1	50	144	82	50
StateGrid	539	1518208658706	6	0	1	0	1	0	1	1	118	47	50	169	57	50	169	57	50	118	47	50
StateGrid	539	1518208658706	7	0	1	0	0	1	0	1	106	45	50	85	24	50	106	45	50	85	24	50
StateGrid	539	1518208658707	8	0	1	0	1	0	1	1	233	80	50	40	10	50	40	10	50	233	80	50
StateGrid	539	1518208658707	9	1	0	1	0	1	0	1	177	74	50	19	57	50	19	57	50	177	74	50
StateGrid	539	1518208658707	10	0	0	1	1	1	0	1	267	29	50	320	59	50	320	59	50	267	29	50
StateGrid	539	1518208658707	11	1	0	1	1	0	1	1	334	95	50	350	42	50	334	95	50	350	42	50
StateGrid	539	1518208658707	12	1	1	0	0	0	1	1	357	39	50	203	99	50	203	99	50	357	39	50
StateGrid	539	1518208658707	13	0	1	0	0	1	0	1	69	69	50	90	63	50	69	69	50	90	63	50
StateGrid	539	1518208658707	14	1	1	0	0	0	1	1	114	27	50	349	81	50	349	81	50	114	27	50
StateGrid	539	1518208658707	15	0	1	0	1	0	1	1	288	15	50	272	46	50	272	46	50	288	15	50
StateGrid	539	1518208658708	16	0	0	1	1	1	0	1	284	87	50	265	84	50	265	84	50	284	87	50
StateGrid	539	1518208658708	17	0	1	0	0	1	0	1	60	38	50	235	54	50	60	38	50	235	54	50
StateGrid	539	1518208658708	18	1	1	0	1	1	0	1	2	59	50	62	17	50	2	59	50	62	17	50
StateGrid	539	1518208658708	19	1	0	1	0	1	0	1	13	1	50	32	24	50	32	24	50	13	1	50
