type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	712	1518208659220	0	1	0	1	0	1	0	1	20	0	50	173	87	50	173	87	50	20	0	50
StateGrid	712	1518208659220	1	1	1	0	1	1	0	1	273	45	50	89	53	50	273	45	50	89	53	50
StateGrid	712	1518208659220	2	0	1	0	1	0	1	1	200	31	50	127	79	50	127	79	50	200	31	50
StateGrid	712	1518208659220	3	1	0	1	0	1	0	1	89	15	50	242	74	50	242	74	50	89	15	50
StateGrid	712	1518208659220	4	0	0	1	1	1	0	1	66	23	50	354	19	50	354	19	50	66	23	50
StateGrid	712	1518208659220	5	0	1	0	1	0	1	1	58	81	50	14	73	50	14	73	50	58	81	50
StateGrid	712	1518208659220	6	1	1	0	0	0	1	1	312	34	50	191	75	50	191	75	50	312	34	50
StateGrid	712	1518208659220	7	0	0	1	0	0	1	1	98	69	50	110	70	50	98	69	50	110	70	50
StateGrid	712	1518208659220	8	1	0	1	0	1	0	1	2	88	50	90	41	50	90	41	50	2	88	50
StateGrid	712	1518208659220	9	1	1	0	1	1	0	1	241	39	50	313	74	50	241	39	50	313	74	50
StateGrid	712	1518208659220	10	0	1	0	0	1	0	1	9	97	50	192	7	50	9	97	50	192	7	50
StateGrid	712	1518208659220	11	1	1	0	1	1	0	1	201	79	50	88	52	50	201	79	50	88	52	50
StateGrid	712	1518208659220	12	1	0	1	1	0	1	1	299	93	50	28	75	50	299	93	50	28	75	50
StateGrid	712	1518208659220	13	1	1	0	1	1	0	1	120	98	50	29	98	50	120	98	50	29	98	50
StateGrid	712	1518208659220	14	1	1	0	1	1	0	1	120	8	50	237	18	50	120	8	50	237	18	50
StateGrid	712	1518208659220	15	1	0	1	0	1	0	1	176	18	50	60	3	50	60	3	50	176	18	50
StateGrid	712	1518208659220	16	1	0	1	0	1	0	1	203	99	50	233	25	50	233	25	50	203	99	50
StateGrid	712	1518208659220	17	0	0	1	1	1	0	1	45	13	50	225	94	50	225	94	50	45	13	50
StateGrid	712	1518208659220	18	0	0	1	0	0	1	1	17	68	50	26	26	50	17	68	50	26	26	50
StateGrid	712	1518208659220	19	0	0	1	1	1	0	1	31	97	50	143	8	50	143	8	50	31	97	50
