type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	478	1518208658604	0	1	1	0	0	0	1	1	112	21	50	259	69	50	259	69	50	112	21	50
StateGrid	478	1518208658604	1	1	0	1	0	1	0	1	29	30	50	121	76	50	121	76	50	29	30	50
StateGrid	478	1518208658604	2	1	0	1	0	1	0	1	94	70	50	140	76	50	140	76	50	94	70	50
StateGrid	478	1518208658604	3	1	0	1	0	1	0	1	105	18	50	219	88	50	219	88	50	105	18	50
StateGrid	478	1518208658604	4	1	1	0	1	1	0	1	52	34	50	45	50	50	52	34	50	45	50	50
StateGrid	478	1518208658604	5	0	1	0	1	0	1	1	161	19	50	226	15	50	226	15	50	161	19	50
StateGrid	478	1518208658604	6	1	0	1	0	1	0	1	67	88	50	58	61	50	58	61	50	67	88	50
StateGrid	478	1518208658604	7	1	0	1	0	1	0	1	90	40	50	4	3	50	4	3	50	90	40	50
StateGrid	478	1518208658605	8	0	1	0	1	0	1	1	228	6	50	208	57	50	208	57	50	228	6	50
StateGrid	478	1518208658605	9	1	0	1	1	0	1	1	109	88	50	136	76	50	109	88	50	136	76	50
StateGrid	478	1518208658605	10	1	1	0	0	0	1	1	24	39	50	139	66	50	139	66	50	24	39	50
StateGrid	478	1518208658605	11	0	0	1	1	1	0	1	333	2	50	133	38	50	133	38	50	333	2	50
StateGrid	478	1518208658605	12	0	0	1	0	0	1	1	1	42	50	48	88	50	1	42	50	48	88	50
StateGrid	478	1518208658605	13	0	0	1	0	0	1	1	75	20	50	328	74	50	75	20	50	328	74	50
StateGrid	478	1518208658605	14	0	0	1	1	1	0	1	243	8	50	190	91	50	190	91	50	243	8	50
StateGrid	478	1518208658605	15	1	0	1	1	0	1	1	141	93	50	66	92	50	141	93	50	66	92	50
StateGrid	478	1518208658605	16	1	0	1	1	0	1	1	343	54	50	331	98	50	343	54	50	331	98	50
StateGrid	478	1518208658605	17	1	0	1	0	1	0	1	103	99	50	257	51	50	257	51	50	103	99	50
StateGrid	478	1518208658605	18	1	1	0	0	0	1	1	329	11	50	5	65	50	5	65	50	329	11	50
StateGrid	478	1518208658605	19	1	1	0	1	1	0	1	175	38	50	118	97	50	175	38	50	118	97	50
