type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	380	1518208658419	0	1	0	1	0	1	0	1	230	17	50	294	79	50	294	79	50	230	17	50
StateGrid	380	1518208658419	1	0	0	1	0	0	1	1	234	91	50	47	55	50	234	91	50	47	55	50
StateGrid	380	1518208658419	2	0	1	0	1	0	1	1	128	28	50	62	35	50	62	35	50	128	28	50
StateGrid	380	1518208658419	3	0	0	1	1	1	0	1	341	50	50	221	49	50	221	49	50	341	50	50
StateGrid	380	1518208658419	4	0	0	1	0	0	1	1	301	37	50	260	96	50	301	37	50	260	96	50
StateGrid	380	1518208658419	5	1	1	0	0	0	1	1	309	80	50	285	66	50	285	66	50	309	80	50
StateGrid	380	1518208658419	6	1	0	1	0	1	0	1	24	34	50	209	50	50	209	50	50	24	34	50
StateGrid	380	1518208658419	7	1	0	1	0	1	0	1	65	8	50	239	21	50	239	21	50	65	8	50
StateGrid	380	1518208658419	8	0	1	0	0	1	0	1	82	74	50	0	50	50	82	74	50	0	50	50
StateGrid	380	1518208658419	9	0	1	0	1	0	1	1	141	23	50	65	89	50	65	89	50	141	23	50
StateGrid	380	1518208658419	10	1	0	1	0	1	0	1	271	59	50	194	65	50	194	65	50	271	59	50
StateGrid	380	1518208658419	11	0	1	0	0	1	0	1	251	4	50	137	37	50	251	4	50	137	37	50
StateGrid	380	1518208658419	12	0	1	0	0	1	0	1	282	52	50	244	92	50	282	52	50	244	92	50
StateGrid	380	1518208658422	13	0	0	1	1	1	0	1	4	76	50	283	40	50	283	40	50	4	76	50
StateGrid	380	1518208658422	14	0	1	0	1	0	1	1	207	45	50	164	84	50	164	84	50	207	45	50
StateGrid	380	1518208658422	15	1	0	1	1	0	1	1	106	98	50	197	81	50	106	98	50	197	81	50
StateGrid	380	1518208658422	16	1	0	1	1	0	1	1	248	27	50	187	82	50	248	27	50	187	82	50
StateGrid	380	1518208658422	17	0	0	1	0	0	1	1	195	38	50	206	48	50	195	38	50	206	48	50
StateGrid	380	1518208658422	18	0	0	1	0	0	1	1	107	13	50	14	13	50	107	13	50	14	13	50
StateGrid	380	1518208658422	19	0	1	0	1	0	1	1	158	19	50	166	79	50	166	79	50	158	19	50
