type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	121	1518208658015	0	1	1	0	0	0	1	1	287	58	50	219	32	50	219	32	50	287	58	50
StateGrid	121	1518208658015	1	0	1	0	0	1	0	1	278	63	50	23	6	50	278	63	50	23	6	50
StateGrid	121	1518208658016	2	1	0	1	0	1	0	1	138	44	50	128	80	50	128	80	50	138	44	50
StateGrid	121	1518208658016	3	0	1	0	0	1	0	1	9	72	50	243	14	50	9	72	50	243	14	50
StateGrid	121	1518208658016	4	0	0	1	1	1	0	1	211	18	50	69	59	50	69	59	50	211	18	50
StateGrid	121	1518208658016	5	1	0	1	1	0	1	1	341	66	50	121	9	50	341	66	50	121	9	50
StateGrid	121	1518208658016	6	0	0	1	1	1	0	1	128	75	50	237	43	50	237	43	50	128	75	50
StateGrid	121	1518208658016	7	0	1	0	1	0	1	1	214	71	50	155	8	50	155	8	50	214	71	50
StateGrid	121	1518208658016	8	0	1	0	0	1	0	1	79	12	50	94	51	50	79	12	50	94	51	50
StateGrid	121	1518208658016	9	1	0	1	1	0	1	1	172	50	50	76	26	50	172	50	50	76	26	50
StateGrid	121	1518208658016	10	1	1	0	0	0	1	1	25	82	50	134	21	50	134	21	50	25	82	50
StateGrid	121	1518208658016	11	1	0	1	1	0	1	1	6	16	50	49	38	50	6	16	50	49	38	50
StateGrid	121	1518208658016	12	0	1	0	0	1	0	1	139	98	50	25	88	50	139	98	50	25	88	50
StateGrid	121	1518208658016	13	1	1	0	1	1	0	1	317	65	50	169	59	50	317	65	50	169	59	50
StateGrid	121	1518208658017	14	0	0	1	0	0	1	1	345	50	50	25	67	50	345	50	50	25	67	50
StateGrid	121	1518208658017	15	1	0	1	0	1	0	1	202	29	50	56	96	50	56	96	50	202	29	50
StateGrid	121	1518208658017	16	1	1	0	0	0	1	1	314	59	50	2	85	50	2	85	50	314	59	50
StateGrid	121	1518208658017	17	1	1	0	1	1	0	1	224	60	50	348	10	50	224	60	50	348	10	50
StateGrid	121	1518208658017	18	1	0	1	0	1	0	1	143	18	50	246	95	50	246	95	50	143	18	50
StateGrid	121	1518208658017	19	1	1	0	0	0	1	1	163	76	50	355	45	50	355	45	50	163	76	50
