type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	452	1518208658555	0	0	1	0	1	0	1	1	227	77	50	358	88	50	358	88	50	227	77	50
StateGrid	452	1518208658555	1	1	1	0	0	0	1	1	169	21	50	149	92	50	149	92	50	169	21	50
StateGrid	452	1518208658555	2	1	0	1	1	0	1	1	123	62	50	74	11	50	123	62	50	74	11	50
StateGrid	452	1518208658555	3	1	1	0	0	0	1	1	131	3	50	211	73	50	211	73	50	131	3	50
StateGrid	452	1518208658555	4	0	0	1	1	1	0	1	53	39	50	234	69	50	234	69	50	53	39	50
StateGrid	452	1518208658555	5	1	1	0	1	1	0	1	302	8	50	168	68	50	302	8	50	168	68	50
StateGrid	452	1518208658555	6	1	0	1	0	1	0	1	118	92	50	241	46	50	241	46	50	118	92	50
StateGrid	452	1518208658555	7	1	1	0	0	0	1	1	237	67	50	245	42	50	245	42	50	237	67	50
StateGrid	452	1518208658555	8	1	0	1	0	1	0	1	154	73	50	247	92	50	247	92	50	154	73	50
StateGrid	452	1518208658555	9	0	0	1	1	1	0	1	109	90	50	76	28	50	76	28	50	109	90	50
StateGrid	452	1518208658555	10	1	1	0	1	1	0	1	307	31	50	79	10	50	307	31	50	79	10	50
StateGrid	452	1518208658555	11	1	0	1	1	0	1	1	319	65	50	45	16	50	319	65	50	45	16	50
StateGrid	452	1518208658555	12	1	1	0	1	1	0	1	26	55	50	188	80	50	26	55	50	188	80	50
StateGrid	452	1518208658555	13	1	1	0	1	1	0	1	146	8	50	281	46	50	146	8	50	281	46	50
StateGrid	452	1518208658555	14	1	0	1	1	0	1	1	307	62	50	229	32	50	307	62	50	229	32	50
StateGrid	452	1518208658555	15	1	1	0	1	1	0	1	133	26	50	268	30	50	133	26	50	268	30	50
StateGrid	452	1518208658555	16	0	0	1	0	0	1	1	331	23	50	204	77	50	331	23	50	204	77	50
StateGrid	452	1518208658555	17	1	0	1	1	0	1	1	337	26	50	23	53	50	337	26	50	23	53	50
StateGrid	452	1518208658555	18	0	0	1	1	1	0	1	355	77	50	167	45	50	167	45	50	355	77	50
StateGrid	452	1518208658555	19	1	1	0	1	1	0	1	221	41	50	255	36	50	221	41	50	255	36	50
