type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	982	1518208659630	0	0	0	1	0	0	1	1	338	5	50	204	24	50	338	5	50	204	24	50
StateGrid	982	1518208659630	1	1	0	1	1	0	1	1	341	23	50	210	39	50	341	23	50	210	39	50
StateGrid	982	1518208659630	2	1	0	1	1	0	1	1	56	22	50	265	67	50	56	22	50	265	67	50
StateGrid	982	1518208659630	3	1	0	1	1	0	1	1	313	22	50	259	76	50	313	22	50	259	76	50
StateGrid	982	1518208659630	4	1	0	1	1	0	1	1	17	11	50	176	75	50	17	11	50	176	75	50
StateGrid	982	1518208659630	5	0	1	0	0	1	0	1	188	20	50	69	91	50	188	20	50	69	91	50
StateGrid	982	1518208659630	6	0	0	1	0	0	1	1	202	66	50	173	53	50	202	66	50	173	53	50
StateGrid	982	1518208659630	7	0	1	0	0	1	0	1	172	76	50	25	12	50	172	76	50	25	12	50
StateGrid	982	1518208659630	8	1	1	0	1	1	0	1	203	93	50	91	56	50	203	93	50	91	56	50
StateGrid	982	1518208659630	9	1	1	0	1	1	0	1	307	29	50	5	19	50	307	29	50	5	19	50
StateGrid	982	1518208659630	10	0	0	1	0	0	1	1	292	63	50	4	27	50	292	63	50	4	27	50
StateGrid	982	1518208659630	11	1	1	0	1	1	0	1	244	41	50	311	11	50	244	41	50	311	11	50
StateGrid	982	1518208659630	12	0	0	1	1	1	0	1	192	68	50	155	43	50	155	43	50	192	68	50
StateGrid	982	1518208659630	13	0	1	0	1	0	1	1	224	29	50	262	48	50	262	48	50	224	29	50
StateGrid	982	1518208659630	14	0	1	0	1	0	1	1	251	99	50	123	5	50	123	5	50	251	99	50
StateGrid	982	1518208659630	15	0	1	0	0	1	0	1	276	51	50	96	35	50	276	51	50	96	35	50
StateGrid	982	1518208659630	16	0	1	0	0	1	0	1	40	38	50	144	59	50	40	38	50	144	59	50
StateGrid	982	1518208659630	17	0	0	1	0	0	1	1	294	51	50	315	15	50	294	51	50	315	15	50
StateGrid	982	1518208659630	18	0	1	0	0	1	0	1	102	80	50	113	6	50	102	80	50	113	6	50
StateGrid	982	1518208659630	19	1	0	1	1	0	1	1	200	66	50	333	43	50	200	66	50	333	43	50
