type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	786	1518208659351	0	1	1	0	0	0	1	1	24	96	50	261	33	50	261	33	50	24	96	50
StateGrid	786	1518208659351	1	1	0	1	1	0	1	1	298	65	50	40	15	50	298	65	50	40	15	50
StateGrid	786	1518208659351	2	0	1	0	0	1	0	1	225	46	50	159	98	50	225	46	50	159	98	50
StateGrid	786	1518208659351	3	1	1	0	0	0	1	1	144	69	50	81	86	50	81	86	50	144	69	50
StateGrid	786	1518208659351	4	0	0	1	0	0	1	1	338	17	50	87	93	50	338	17	50	87	93	50
StateGrid	786	1518208659351	5	1	1	0	1	1	0	1	340	17	50	71	57	50	340	17	50	71	57	50
StateGrid	786	1518208659351	6	1	1	0	0	0	1	1	236	21	50	140	20	50	140	20	50	236	21	50
StateGrid	786	1518208659351	7	1	1	0	1	1	0	1	264	10	50	210	69	50	264	10	50	210	69	50
StateGrid	786	1518208659351	8	0	0	1	1	1	0	1	334	67	50	142	95	50	142	95	50	334	67	50
StateGrid	786	1518208659351	9	1	1	0	1	1	0	1	71	7	50	267	96	50	71	7	50	267	96	50
StateGrid	786	1518208659351	10	1	0	1	0	1	0	1	179	43	50	229	63	50	229	63	50	179	43	50
StateGrid	786	1518208659351	11	0	1	0	1	0	1	1	101	82	50	65	8	50	65	8	50	101	82	50
StateGrid	786	1518208659351	12	0	1	0	1	0	1	1	206	60	50	196	9	50	196	9	50	206	60	50
StateGrid	786	1518208659351	13	0	0	1	1	1	0	1	107	76	50	94	59	50	94	59	50	107	76	50
StateGrid	786	1518208659352	14	1	1	0	1	1	0	1	328	3	50	0	73	50	328	3	50	0	73	50
StateGrid	786	1518208659352	15	1	1	0	1	1	0	1	25	53	50	179	54	50	25	53	50	179	54	50
StateGrid	786	1518208659352	16	0	0	1	1	1	0	1	110	89	50	317	66	50	317	66	50	110	89	50
StateGrid	786	1518208659352	17	1	1	0	0	0	1	1	162	34	50	23	32	50	23	32	50	162	34	50
StateGrid	786	1518208659352	18	1	0	1	1	0	1	1	8	91	50	282	26	50	8	91	50	282	26	50
StateGrid	786	1518208659352	19	1	1	0	1	1	0	1	323	45	50	3	9	50	323	45	50	3	9	50
