type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	820	1518208659395	0	0	1	0	1	0	1	1	134	98	50	304	58	50	304	58	50	134	98	50
StateGrid	820	1518208659395	1	0	0	1	1	1	0	1	316	90	50	143	55	50	143	55	50	316	90	50
StateGrid	820	1518208659395	2	0	0	1	1	1	0	1	191	58	50	299	95	50	299	95	50	191	58	50
StateGrid	820	1518208659395	3	0	1	0	1	0	1	1	322	91	50	73	86	50	73	86	50	322	91	50
StateGrid	820	1518208659395	4	0	0	1	1	1	0	1	318	65	50	116	73	50	116	73	50	318	65	50
StateGrid	820	1518208659395	5	1	0	1	0	1	0	1	11	96	50	325	90	50	325	90	50	11	96	50
StateGrid	820	1518208659395	6	1	0	1	1	0	1	1	185	86	50	130	15	50	185	86	50	130	15	50
StateGrid	820	1518208659395	7	0	1	0	0	1	0	1	286	25	50	252	53	50	286	25	50	252	53	50
StateGrid	820	1518208659395	8	0	0	1	1	1	0	1	54	81	50	322	30	50	322	30	50	54	81	50
StateGrid	820	1518208659395	9	1	1	0	0	0	1	1	38	28	50	141	65	50	141	65	50	38	28	50
StateGrid	820	1518208659395	10	1	0	1	1	0	1	1	183	92	50	125	45	50	183	92	50	125	45	50
StateGrid	820	1518208659395	11	1	0	1	1	0	1	1	340	5	50	291	59	50	340	5	50	291	59	50
StateGrid	820	1518208659395	12	1	0	1	1	0	1	1	11	95	50	293	57	50	11	95	50	293	57	50
StateGrid	820	1518208659395	13	0	0	1	0	0	1	1	311	42	50	225	39	50	311	42	50	225	39	50
StateGrid	820	1518208659395	14	1	1	0	0	0	1	1	76	1	50	62	40	50	62	40	50	76	1	50
StateGrid	820	1518208659396	15	0	1	0	0	1	0	1	39	80	50	244	10	50	39	80	50	244	10	50
StateGrid	820	1518208659396	16	1	0	1	1	0	1	1	18	14	50	3	67	50	18	14	50	3	67	50
StateGrid	820	1518208659396	17	1	0	1	0	1	0	1	248	70	50	243	40	50	243	40	50	248	70	50
StateGrid	820	1518208659396	18	0	0	1	1	1	0	1	249	45	50	333	17	50	333	17	50	249	45	50
StateGrid	820	1518208659396	19	0	0	1	0	0	1	1	193	23	50	53	56	50	193	23	50	53	56	50
