type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	764	1518208659314	0	0	0	1	0	0	1	1	158	33	50	247	14	50	158	33	50	247	14	50
StateGrid	764	1518208659314	1	0	0	1	0	0	1	1	122	98	50	205	16	50	122	98	50	205	16	50
StateGrid	764	1518208659314	2	0	0	1	0	0	1	1	257	11	50	214	45	50	257	11	50	214	45	50
StateGrid	764	1518208659314	3	1	0	1	1	0	1	1	24	84	50	334	6	50	24	84	50	334	6	50
StateGrid	764	1518208659314	4	1	0	1	0	1	0	1	91	25	50	69	73	50	69	73	50	91	25	50
StateGrid	764	1518208659314	5	0	0	1	1	1	0	1	149	31	50	65	95	50	65	95	50	149	31	50
StateGrid	764	1518208659314	6	0	1	0	1	0	1	1	243	66	50	126	0	50	126	0	50	243	66	50
StateGrid	764	1518208659314	7	0	0	1	1	1	0	1	160	14	50	344	21	50	344	21	50	160	14	50
StateGrid	764	1518208659314	8	1	1	0	1	1	0	1	20	18	50	320	32	50	20	18	50	320	32	50
StateGrid	764	1518208659314	9	0	1	0	0	1	0	1	28	58	50	70	39	50	28	58	50	70	39	50
StateGrid	764	1518208659314	10	0	1	0	1	0	1	1	341	89	50	260	51	50	260	51	50	341	89	50
StateGrid	764	1518208659314	11	1	1	0	1	1	0	1	324	38	50	65	35	50	324	38	50	65	35	50
StateGrid	764	1518208659314	12	0	0	1	1	1	0	1	211	10	50	268	1	50	268	1	50	211	10	50
StateGrid	764	1518208659314	13	1	1	0	1	1	0	1	278	64	50	136	63	50	278	64	50	136	63	50
StateGrid	764	1518208659314	14	0	1	0	0	1	0	1	133	32	50	43	78	50	133	32	50	43	78	50
StateGrid	764	1518208659314	15	0	0	1	0	0	1	1	90	89	50	36	26	50	90	89	50	36	26	50
StateGrid	764	1518208659314	16	0	0	1	0	0	1	1	285	74	50	6	10	50	285	74	50	6	10	50
StateGrid	764	1518208659314	17	1	0	1	0	1	0	1	201	96	50	278	53	50	278	53	50	201	96	50
StateGrid	764	1518208659314	18	0	1	0	0	1	0	1	23	50	50	95	16	50	23	50	50	95	16	50
StateGrid	764	1518208659314	19	1	0	1	0	1	0	1	50	44	50	235	78	50	235	78	50	50	44	50
