type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	144	1518208658060	0	0	0	1	0	0	1	1	253	21	50	229	27	50	253	21	50	229	27	50
StateGrid	144	1518208658060	1	1	0	1	0	1	0	1	133	0	50	151	61	50	151	61	50	133	0	50
StateGrid	144	1518208658060	2	0	0	1	0	0	1	1	76	26	50	144	25	50	76	26	50	144	25	50
StateGrid	144	1518208658060	3	1	1	0	0	0	1	1	297	94	50	327	17	50	327	17	50	297	94	50
StateGrid	144	1518208658060	4	0	0	1	0	0	1	1	248	53	50	354	43	50	248	53	50	354	43	50
StateGrid	144	1518208658060	5	1	1	0	0	0	1	1	277	12	50	99	3	50	99	3	50	277	12	50
StateGrid	144	1518208658060	6	1	0	1	1	0	1	1	317	70	50	280	44	50	317	70	50	280	44	50
StateGrid	144	1518208658060	7	0	0	1	0	0	1	1	283	85	50	42	35	50	283	85	50	42	35	50
StateGrid	144	1518208658060	8	1	1	0	0	0	1	1	159	34	50	322	53	50	322	53	50	159	34	50
StateGrid	144	1518208658060	9	1	0	1	1	0	1	1	305	2	50	306	49	50	305	2	50	306	49	50
StateGrid	144	1518208658060	10	0	1	0	1	0	1	1	200	7	50	356	7	50	356	7	50	200	7	50
StateGrid	144	1518208658060	11	0	1	0	1	0	1	1	59	35	50	110	3	50	110	3	50	59	35	50
StateGrid	144	1518208658060	12	1	0	1	1	0	1	1	33	95	50	345	49	50	33	95	50	345	49	50
StateGrid	144	1518208658060	13	0	0	1	1	1	0	1	167	16	50	174	27	50	174	27	50	167	16	50
StateGrid	144	1518208658060	14	1	0	1	0	1	0	1	99	49	50	342	52	50	342	52	50	99	49	50
StateGrid	144	1518208658060	15	0	0	1	1	1	0	1	298	61	50	269	76	50	269	76	50	298	61	50
StateGrid	144	1518208658060	16	0	0	1	1	1	0	1	253	39	50	278	28	50	278	28	50	253	39	50
StateGrid	144	1518208658060	17	1	0	1	0	1	0	1	350	49	50	52	35	50	52	35	50	350	49	50
StateGrid	144	1518208658060	18	1	1	0	0	0	1	1	41	23	50	198	79	50	198	79	50	41	23	50
StateGrid	144	1518208658060	19	0	1	0	1	0	1	1	36	54	50	115	48	50	115	48	50	36	54	50
