type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	316	1518208658302	0	0	1	0	1	0	1	1	22	61	50	78	40	50	78	40	50	22	61	50
StateGrid	316	1518208658302	1	0	1	0	1	0	1	1	330	94	50	161	86	50	161	86	50	330	94	50
StateGrid	316	1518208658302	2	0	0	1	0	0	1	1	186	17	50	302	21	50	186	17	50	302	21	50
StateGrid	316	1518208658302	3	1	0	1	0	1	0	1	352	33	50	42	50	50	42	50	50	352	33	50
StateGrid	316	1518208658302	4	1	1	0	1	1	0	1	196	62	50	244	63	50	196	62	50	244	63	50
StateGrid	316	1518208658302	5	1	1	0	0	0	1	1	345	96	50	108	88	50	108	88	50	345	96	50
StateGrid	316	1518208658302	6	1	1	0	1	1	0	1	164	51	50	188	18	50	164	51	50	188	18	50
StateGrid	316	1518208658302	7	1	1	0	0	0	1	1	307	0	50	240	74	50	240	74	50	307	0	50
StateGrid	316	1518208658302	8	0	1	0	1	0	1	1	220	61	50	268	61	50	268	61	50	220	61	50
StateGrid	316	1518208658302	9	0	1	0	0	1	0	1	213	5	50	135	98	50	213	5	50	135	98	50
StateGrid	316	1518208658302	10	0	0	1	1	1	0	1	73	51	50	202	21	50	202	21	50	73	51	50
StateGrid	316	1518208658302	11	0	0	1	1	1	0	1	154	61	50	242	36	50	242	36	50	154	61	50
StateGrid	316	1518208658317	12	0	1	0	1	0	1	1	77	22	50	33	7	50	33	7	50	77	22	50
StateGrid	316	1518208658317	13	1	1	0	0	0	1	1	291	69	50	264	2	50	264	2	50	291	69	50
StateGrid	316	1518208658317	14	1	1	0	1	1	0	1	95	8	50	343	18	50	95	8	50	343	18	50
StateGrid	316	1518208658317	15	0	0	1	1	1	0	1	281	15	50	317	63	50	317	63	50	281	15	50
StateGrid	316	1518208658317	16	1	0	1	0	1	0	1	227	70	50	331	75	50	331	75	50	227	70	50
StateGrid	316	1518208658317	17	0	1	0	0	1	0	1	161	56	50	66	19	50	161	56	50	66	19	50
StateGrid	316	1518208658317	18	0	1	0	0	1	0	1	247	9	50	124	36	50	247	9	50	124	36	50
StateGrid	316	1518208658317	19	1	1	0	0	0	1	1	254	63	50	342	2	50	342	2	50	254	63	50
