type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	291	1518208658273	0	1	1	0	0	0	1	1	166	17	50	75	89	50	75	89	50	166	17	50
StateGrid	291	1518208658273	1	1	0	1	0	1	0	1	120	86	50	169	96	50	169	96	50	120	86	50
StateGrid	291	1518208658274	2	0	1	0	0	1	0	1	196	29	50	174	62	50	196	29	50	174	62	50
StateGrid	291	1518208658274	3	0	1	0	1	0	1	1	100	94	50	253	44	50	253	44	50	100	94	50
StateGrid	291	1518208658274	4	0	1	0	1	0	1	1	177	12	50	243	16	50	243	16	50	177	12	50
StateGrid	291	1518208658274	5	1	0	1	0	1	0	1	257	14	50	188	75	50	188	75	50	257	14	50
StateGrid	291	1518208658274	6	1	0	1	0	1	0	1	326	79	50	243	18	50	243	18	50	326	79	50
StateGrid	291	1518208658274	7	0	1	0	0	1	0	1	59	88	50	221	17	50	59	88	50	221	17	50
StateGrid	291	1518208658274	8	1	0	1	1	0	1	1	358	59	50	151	73	50	358	59	50	151	73	50
StateGrid	291	1518208658274	9	1	0	1	1	0	1	1	181	86	50	324	79	50	181	86	50	324	79	50
StateGrid	291	1518208658274	10	0	0	1	0	0	1	1	327	74	50	285	15	50	327	74	50	285	15	50
StateGrid	291	1518208658274	11	0	1	0	1	0	1	1	297	67	50	47	50	50	47	50	50	297	67	50
StateGrid	291	1518208658274	12	0	0	1	0	0	1	1	97	20	50	38	92	50	97	20	50	38	92	50
StateGrid	291	1518208658274	13	1	0	1	0	1	0	1	80	99	50	103	83	50	103	83	50	80	99	50
StateGrid	291	1518208658274	14	0	0	1	0	0	1	1	286	41	50	15	92	50	286	41	50	15	92	50
StateGrid	291	1518208658274	15	0	0	1	0	0	1	1	304	86	50	218	12	50	304	86	50	218	12	50
StateGrid	291	1518208658274	16	1	0	1	0	1	0	1	235	67	50	130	35	50	130	35	50	235	67	50
StateGrid	291	1518208658274	17	0	1	0	0	1	0	1	294	14	50	344	25	50	294	14	50	344	25	50
StateGrid	291	1518208658274	18	1	0	1	1	0	1	1	182	78	50	297	26	50	182	78	50	297	26	50
StateGrid	291	1518208658274	19	1	1	0	1	1	0	1	176	9	50	258	64	50	176	9	50	258	64	50
