type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	174	1518208658093	0	0	0	1	1	1	0	1	213	57	50	227	94	50	227	94	50	213	57	50
StateGrid	174	1518208658093	1	0	0	1	0	0	1	1	11	80	50	310	97	50	11	80	50	310	97	50
StateGrid	174	1518208658093	2	0	1	0	1	0	1	1	248	15	50	164	18	50	164	18	50	248	15	50
StateGrid	174	1518208658093	3	0	0	1	0	0	1	1	53	37	50	207	72	50	53	37	50	207	72	50
StateGrid	174	1518208658093	4	1	0	1	0	1	0	1	69	52	50	356	53	50	356	53	50	69	52	50
StateGrid	174	1518208658097	5	0	0	1	0	0	1	1	55	70	50	91	67	50	55	70	50	91	67	50
StateGrid	174	1518208658097	6	1	0	1	1	0	1	1	346	20	50	156	42	50	346	20	50	156	42	50
StateGrid	174	1518208658097	7	0	0	1	1	1	0	1	288	29	50	111	6	50	111	6	50	288	29	50
StateGrid	174	1518208658097	8	0	1	0	1	0	1	1	76	34	50	217	47	50	217	47	50	76	34	50
StateGrid	174	1518208658097	9	1	0	1	0	1	0	1	349	22	50	15	33	50	15	33	50	349	22	50
StateGrid	174	1518208658097	10	0	1	0	1	0	1	1	336	39	50	294	74	50	294	74	50	336	39	50
StateGrid	174	1518208658098	11	1	1	0	1	1	0	1	54	70	50	236	1	50	54	70	50	236	1	50
StateGrid	174	1518208658098	12	1	0	1	1	0	1	1	59	58	50	44	84	50	59	58	50	44	84	50
StateGrid	174	1518208658098	13	1	0	1	1	0	1	1	211	71	50	350	33	50	211	71	50	350	33	50
StateGrid	174	1518208658098	14	0	1	0	0	1	0	1	357	99	50	58	46	50	357	99	50	58	46	50
StateGrid	174	1518208658098	15	1	1	0	0	0	1	1	88	71	50	325	25	50	325	25	50	88	71	50
StateGrid	174	1518208658098	16	1	0	1	0	1	0	1	156	36	50	131	89	50	131	89	50	156	36	50
StateGrid	174	1518208658099	17	1	0	1	1	0	1	1	356	91	50	151	65	50	356	91	50	151	65	50
StateGrid	174	1518208658099	18	0	0	1	1	1	0	1	359	50	50	229	57	50	229	57	50	359	50	50
StateGrid	174	1518208658099	19	1	0	1	0	1	0	1	314	41	50	21	98	50	21	98	50	314	41	50
